Index, Pos_J1, Pos_J2, Pos_J3, Pos_J4, Pos_J5, Vel_J1, Vel_J2, Vel_J3, Vel_J4, Vel_J5
24, 12.65, 7.64, -12.11, 1.98, -13.46, 5.34, 3.25, -5.16, 0.84, -5.73
25, 13.18, 7.97, -12.63, 2.07, -14.04, 5.34, 3.25, -5.16, 0.84, -5.73
26, 13.72, 8.29, -13.15, 2.15, -14.61, 5.34, 3.25, -5.16, 0.84, -5.73
27, 14.25, 8.62, -13.66, 2.24, -15.18, 5.34, 3.25, -5.16, 0.84, -5.73
28, 14.78, 8.94, -14.18, 2.32, -15.76, 5.34, 3.25, -5.16, 0.84, -5.73
29, 15.32, 9.27, -14.69, 2.40, -16.33, 5.34, 3.25, -5.16, 0.84, -5.73
30, 15.85, 9.59, -15.21, 2.49, -16.90, 5.34, 3.25, -5.16, 0.84, -5.73
31, 16.39, 9.92, -15.72, 2.57, -17.48, 5.34, 3.25, -5.16, 0.84, -5.73
32, 16.92, 10.24, -16.24, 2.66, -18.05, 5.34, 3.25, -5.16, 0.84, -5.73
33, 17.46, 10.57, -16.75, 2.74, -18.62, 5.34, 3.25, -5.16, 0.84, -5.73
34, 17.99, 10.89, -17.27, 2.83, -19.19, 5.34, 3.25, -5.16, 0.84, -5.73
35, 18.52, 11.22, -17.79, 2.91, -19.77, 5.34, 3.25, -5.16, 0.84, -5.73
36, 19.06, 11.54, -18.30, 3.00, -20.34, 5.34, 3.25, -5.16, 0.84, -5.73
37, 19.59, 11.87, -18.82, 3.08, -20.91, 5.34, 3.25, -5.16, 0.84, -5.73
38, 20.13, 12.19, -19.33, 3.16, -21.49, 5.34, 3.25, -5.16, 0.84, -5.73
39, 20.66, 12.52, -19.85, 3.25, -22.06, 5.34, 3.25, -5.16, 0.84, -5.73
40, 21.20, 12.84, -20.36, 3.33, -22.63, 5.34, 3.25, -5.16, 0.84, -5.73
41, 21.73, 13.17, -20.88, 3.42, -23.20, 5.34, 3.25, -5.16, 0.84, -5.73
42, 22.27, 13.49, -21.39, 3.50, -23.78, 5.34, 3.25, -5.16, 0.84, -5.73
43, 22.80, 13.82, -21.91, 3.59, -24.35, 5.34, 3.25, -5.16, 0.84, -5.73
44, 23.33, 14.14, -22.42, 3.67, -24.92, 5.34, 3.25, -5.16, 0.84, -5.73
45, 23.87, 14.47, -22.94, 3.75, -25.50, 5.34, 3.25, -5.16, 0.84, -5.73
46, 24.40, 14.79, -23.46, 3.84, -26.07, 5.34, 3.25, -5.16, 0.84, -5.73
47, 24.94, 15.12, -23.97, 3.92, -26.64, 5.34, 3.25, -5.16, 0.84, -5.73
48, 25.47, 15.44, -24.49, 4.01, -27.22, 5.34, 3.25, -5.16, 0.84, -5.73
49, 26.01, 15.77, -25.00, 4.09, -27.79, 5.34, 3.25, -5.16, 0.84, -5.73
50, 26.54, 16.09, -25.52, 4.18, -28.36, 5.34, 3.25, -5.16, 0.84, -5.73
51, 27.07, 16.42, -26.03, 4.26, -28.93, 5.34, 3.25, -5.16, 0.84, -5.73
52, 27.61, 16.74, -26.55, 4.35, -29.51, 5.34, 3.25, -5.16, 0.84, -5.73
53, 28.14, 17.07, -27.06, 4.43, -30.08, 5.34, 3.25, -5.16, 0.84, -5.73
54, 28.68, 17.40, -27.58, 4.51, -30.65, 5.34, 3.25, -5.16, 0.84, -5.73
55, 29.21, 17.72, -28.10, 4.60, -31.23, 5.34, 3.25, -5.16, 0.84, -5.73
56, 29.75, 18.05, -28.61, 4.68, -31.80, 5.34, 3.25, -5.16, 0.84, -5.73
57, 30.28, 18.37, -29.13, 4.77, -32.37, 5.34, 3.25, -5.16, 0.84, -5.73
58, 30.82, 18.70, -29.64, 4.85, -32.95, 5.34, 3.25, -5.16, 0.84, -5.73
59, 31.35, 19.02, -30.16, 4.94, -33.52, 5.34, 3.25, -5.16, 0.84, -5.73
60, 31.88, 19.35, -30.67, 5.02, -34.09, 5.34, 3.25, -5.16, 0.84, -5.73
61, 32.42, 19.67, -31.19, 5.10, -34.66, 5.34, 3.25, -5.16, 0.84, -5.73
62, 32.95, 20.00, -31.70, 5.19, -35.24, 5.34, 3.25, -5.16, 0.84, -5.73
63, 33.49, 20.32, -32.22, 5.27, -35.81, 5.34, 3.25, -5.16, 0.84, -5.73
64, 34.02, 20.65, -32.74, 5.36, -36.38, 5.34, 3.25, -5.16, 0.84, -5.73
65, 34.56, 20.97, -33.25, 5.44, -36.96, 5.34, 3.25, -5.16, 0.84, -5.73
66, 35.09, 21.30, -33.77, 5.53, -37.53, 5.34, 3.25, -5.16, 0.84, -5.73
67, 35.63, 21.62, -34.28, 5.61, -38.10, 5.34, 3.25, -5.16, 0.84, -5.73
68, 36.16, 21.95, -34.80, 5.70, -38.67, 5.34, 3.25, -5.16, 0.84, -5.73
69, 36.69, 22.27, -35.31, 5.78, -39.25, 5.34, 3.25, -5.16, 0.84, -5.73
70, 37.23, 22.60, -35.83, 5.86, -39.82, 5.34, 3.25, -5.16, 0.84, -5.73
71, 37.76, 22.92, -36.34, 5.95, -40.39, 5.34, 3.25, -5.16, 0.84, -5.73
72, 38.30, 23.25, -36.86, 6.03, -40.97, 5.34, 3.25, -5.16, 0.84, -5.73
73, 38.83, 23.57, -37.37, 6.12, -41.54, 5.34, 3.25, -5.16, 0.84, -5.73
74, 39.37, 23.90, -37.89, 6.20, -42.11, 5.34, 3.25, -5.16, 0.84, -5.73
75, 39.90, 24.22, -38.41, 6.29, -42.69, 5.34, 3.25, -5.16, 0.84, -5.73
76, 40.43, 24.55, -38.92, 6.37, -43.26, 5.34, 3.25, -5.16, 0.84, -5.73
77, 40.97, 24.87, -39.44, 6.45, -43.83, 5.34, 3.25, -5.16, 0.84, -5.73
78, 41.50, 25.20, -39.95, 6.54, -44.40, 5.34, 3.25, -5.16, 0.84, -5.73
79, 42.04, 25.52, -40.47, 6.62, -44.98, 5.34, 3.25, -5.16, 0.84, -5.73
80, 42.57, 25.85, -40.98, 6.71, -45.55, 5.34, 3.25, -5.16, 0.84, -5.73
81, 43.11, 26.17, -41.50, 6.79, -46.12, 5.34, 3.25, -5.16, 0.84, -5.73
82, 43.64, 26.50, -42.01, 6.88, -46.70, 5.34, 3.25, -5.16, 0.84, -5.73
83, 44.18, 26.82, -42.53, 6.96, -47.27, 5.34, 3.25, -5.16, 0.84, -5.73
84, 44.71, 27.15, -43.05, 7.05, -47.84, 5.34, 3.25, -5.16, 0.84, -5.73
85, 45.24, 27.47, -43.56, 7.13, -48.41, 5.34, 3.25, -5.16, 0.84, -5.73
86, 45.78, 27.80, -44.08, 7.21, -48.99, 5.34, 3.25, -5.16, 0.84, -5.73
87, 46.31, 28.12, -44.59, 7.30, -49.56, 5.34, 3.25, -5.16, 0.84, -5.73
88, 46.85, 28.45, -45.11, 7.38, -50.13, 5.34, 3.25, -5.16, 0.84, -5.73
89, 47.38, 28.78, -45.62, 7.47, -50.71, 5.34, 3.25, -5.16, 0.84, -5.73
90, 47.92, 29.10, -46.14, 7.55, -51.28, 5.34, 3.25, -5.16, 0.84, -5.73
91, 48.45, 29.43, -46.65, 7.64, -51.85, 5.34, 3.25, -5.16, 0.84, -5.73
92, 48.98, 29.75, -47.17, 7.72, -52.43, 5.34, 3.25, -5.16, 0.84, -5.73
93, 49.52, 30.08, -47.68, 7.80, -53.00, 5.34, 3.25, -5.16, 0.84, -5.73
94, 50.05, 30.40, -48.20, 7.89, -53.57, 5.34, 3.25, -5.16, 0.84, -5.73
95, 50.59, 30.73, -48.72, 7.97, -54.14, 5.34, 3.25, -5.16, 0.84, -5.73
96, 51.12, 31.05, -49.23, 8.06, -54.72, 5.34, 3.25, -5.16, 0.84, -5.73
97, 51.66, 31.38, -49.75, 8.14, -55.29, 5.34, 3.25, -5.16, 0.84, -5.73
98, 52.19, 31.70, -50.26, 8.23, -55.86, 5.34, 3.25, -5.16, 0.84, -5.73
99, 52.73, 32.03, -50.78, 8.31, -56.44, 5.34, 3.25, -5.16, 0.84, -5.73
100, 53.26, 32.35, -51.29, 8.40, -57.01, 5.34, 3.25, -5.16, 0.84, -5.73
101, 53.79, 32.68, -51.81, 8.48, -57.58, 5.34, 3.25, -5.16, 0.84, -5.73
102, 54.33, 33.00, -52.32, 8.56, -58.16, 5.34, 3.25, -5.16, 0.84, -5.73
103, 54.86, 33.33, -52.84, 8.65, -58.73, 5.34, 3.25, -5.16, 0.84, -5.73
104, 55.40, 33.65, -53.36, 8.73, -59.30, 5.34, 3.25, -5.16, 0.84, -5.73
105, 55.93, 33.98, -53.87, 8.82, -59.87, 5.34, 3.25, -5.16, 0.84, -5.73
106, 56.47, 34.30, -54.39, 8.90, -60.45, 5.34, 3.25, -5.16, 0.84, -5.73
107, 57.00, 34.63, -54.90, 8.99, -61.02, 5.34, 3.25, -5.16, 0.84, -5.73
108, 57.54, 34.95, -55.42, 9.07, -61.59, 5.34, 3.25, -5.16, 0.84, -5.73
109, 58.07, 35.28, -55.93, 9.15, -62.17, 5.34, 3.25, -5.16, 0.84, -5.73
110, 58.60, 35.60, -56.45, 9.24, -62.74, 5.34, 3.25, -5.16, 0.84, -5.73
111, 59.14, 35.93, -56.96, 9.32, -63.31, 5.34, 3.25, -5.16, 0.84, -5.73
112, 59.67, 36.25, -57.48, 9.41, -63.88, 5.34, 3.25, -5.16, 0.84, -5.73
113, 60.21, 36.58, -58.00, 9.49, -64.46, 5.34, 3.25, -5.16, 0.84, -5.73
114, 60.74, 36.90, -58.51, 9.58, -65.03, 5.34, 3.25, -5.16, 0.84, -5.73
115, 61.28, 37.23, -59.03, 9.66, -65.60, 5.34, 3.25, -5.16, 0.84, -5.73
116, 61.81, 37.55, -59.54, 9.75, -66.18, 5.34, 3.25, -5.16, 0.84, -5.73
117, 62.34, 37.88, -60.06, 9.83, -66.75, 5.34, 3.25, -5.16, 0.84, -5.73
118, 62.88, 38.20, -60.57, 9.91, -67.32, 5.34, 3.25, -5.16, 0.84, -5.73
119, 63.41, 38.53, -61.09, 10.00, -67.90, 5.34, 3.25, -5.16, 0.84, -5.73
120, 63.95, 38.85, -61.60, 10.08, -68.47, 5.34, 3.25, -5.16, 0.84, -5.73
121, 64.48, 39.18, -62.12, 10.17, -69.04, 5.34, 3.25, -5.16, 0.84, -5.73
122, 65.02, 39.50, -62.63, 10.25, -69.61, 5.34, 3.25, -5.16, 0.84, -5.73
123, 65.55, 39.83, -63.15, 10.34, -70.19, 5.34, 3.25, -5.16, 0.84, -5.73
124, 66.09, 40.16, -63.67, 10.42, -70.76, 5.34, 3.25, -5.16, 0.84, -5.73
125, 66.62, 40.48, -64.18, 10.50, -71.33, 5.34, 3.25, -5.16, 0.84, -5.73
126, 67.15, 40.81, -64.70, 10.59, -71.91, 5.34, 3.25, -5.16, 0.84, -5.73
127, 67.69, 41.13, -65.21, 10.67, -72.48, 5.34, 3.25, -5.16, 0.84, -5.73
128, 68.22, 41.46, -65.73, 10.76, -73.05, 5.34, 3.25, -5.16, 0.84, -5.73
129, 68.76, 41.78, -66.24, 10.84, -73.63, 5.34, 3.25, -5.16, 0.84, -5.73
130, 69.29, 42.11, -66.76, 10.93, -74.20, 5.34, 3.25, -5.16, 0.84, -5.73
131, 69.83, 42.43, -67.27, 11.01, -74.77, 5.34, 3.25, -5.16, 0.84, -5.73
132, 70.36, 42.76, -67.79, 11.10, -75.34, 5.34, 3.25, -5.16, 0.84, -5.73
133, 70.90, 43.08, -68.31, 11.18, -75.92, 5.34, 3.25, -5.16, 0.84, -5.73
134, 71.43, 43.41, -68.82, 11.26, -76.49, 5.34, 3.25, -5.16, 0.84, -5.73
135, 71.96, 43.73, -69.34, 11.35, -77.06, 5.34, 3.25, -5.16, 0.84, -5.73
136, 72.50, 44.06, -69.85, 11.43, -77.64, 5.34, 3.25, -5.16, 0.84, -5.73
137, 73.03, 44.38, -70.37, 11.52, -78.21, 5.34, 3.25, -5.16, 0.84, -5.73
138, 73.57, 44.71, -70.88, 11.60, -78.78, 5.34, 3.25, -5.16, 0.84, -5.73
139, 74.10, 45.03, -71.40, 11.69, -79.35, 5.34, 3.25, -5.16, 0.84, -5.73
140, 74.64, 45.36, -71.91, 11.77, -79.93, 5.34, 3.25, -5.16, 0.84, -5.73
141, 75.17, 45.68, -72.43, 11.85, -80.50, 5.34, 3.25, -5.16, 0.84, -5.73
142, 75.70, 46.01, -72.95, 11.94, -81.07, 5.34, 3.25, -5.16, 0.84, -5.73
143, 76.24, 46.33, -73.46, 12.02, -81.65, 5.34, 3.25, -5.16, 0.84, -5.73
144, 76.77, 46.66, -73.98, 12.11, -82.22, 5.34, 3.25, -5.16, 0.84, -5.73
145, 77.31, 46.98, -74.49, 12.19, -82.79, 5.34, 3.25, -5.16, 0.84, -5.73
146, 77.84, 47.31, -75.01, 12.28, -83.37, 5.34, 3.25, -5.16, 0.84, -5.73
147, 78.37, 47.63, -75.52, 12.36, -83.93, 4.73, 2.88, -4.57, 0.75, -5.08
148, 78.58, 47.76, -75.72, 12.39, -84.16, 0.00, 0.00, -0.00, 0.00, -0.00
