Index, Pos_J1, Pos_J2, Pos_J3, Pos_J4, Pos_J5, Vel_J1, Vel_J2, Vel_J3, Vel_J4, Vel_J5
26, 14.61, -3.40, 7.36, 3.81, -1.07, 5.73, -1.36, 2.83, 1.52, -0.38
27, 15.18, -3.53, 7.64, 3.96, -1.11, 5.73, -1.36, 2.83, 1.52, -0.38
28, 15.76, -3.67, 7.92, 4.11, -1.14, 5.73, -1.36, 2.83, 1.52, -0.38
29, 16.33, -3.80, 8.21, 4.26, -1.18, 5.73, -1.36, 2.83, 1.52, -0.38
30, 16.90, -3.94, 8.49, 4.42, -1.22, 5.73, -1.36, 2.83, 1.52, -0.38
31, 17.48, -4.07, 8.77, 4.57, -1.26, 5.73, -1.36, 2.83, 1.52, -0.38
32, 18.05, -4.21, 9.06, 4.72, -1.30, 5.73, -1.36, 2.83, 1.52, -0.38
33, 18.62, -4.35, 9.34, 4.87, -1.33, 5.73, -1.36, 2.83, 1.52, -0.38
34, 19.19, -4.48, 9.62, 5.02, -1.37, 5.73, -1.36, 2.83, 1.52, -0.38
35, 19.77, -4.62, 9.91, 5.18, -1.41, 5.73, -1.36, 2.83, 1.52, -0.38
36, 20.34, -4.75, 10.19, 5.33, -1.45, 5.73, -1.36, 2.83, 1.52, -0.38
37, 20.91, -4.89, 10.47, 5.48, -1.48, 5.73, -1.36, 2.83, 1.52, -0.38
38, 21.49, -5.02, 10.76, 5.63, -1.52, 5.73, -1.36, 2.83, 1.52, -0.38
39, 22.06, -5.16, 11.04, 5.78, -1.56, 5.73, -1.36, 2.83, 1.52, -0.38
40, 22.63, -5.29, 11.32, 5.94, -1.60, 5.73, -1.36, 2.83, 1.52, -0.38
41, 23.20, -5.43, 11.61, 6.09, -1.63, 5.73, -1.36, 2.83, 1.52, -0.38
42, 23.78, -5.57, 11.89, 6.24, -1.67, 5.73, -1.36, 2.83, 1.52, -0.38
43, 24.35, -5.70, 12.17, 6.39, -1.71, 5.73, -1.36, 2.83, 1.52, -0.38
44, 24.92, -5.84, 12.46, 6.55, -1.75, 5.73, -1.36, 2.83, 1.52, -0.38
45, 25.50, -5.97, 12.74, 6.70, -1.78, 5.73, -1.36, 2.83, 1.52, -0.38
46, 26.07, -6.11, 13.02, 6.85, -1.82, 5.73, -1.36, 2.83, 1.52, -0.38
47, 26.64, -6.24, 13.31, 7.00, -1.86, 5.73, -1.36, 2.83, 1.52, -0.38
48, 27.22, -6.38, 13.59, 7.15, -1.90, 5.73, -1.36, 2.83, 1.52, -0.38
49, 27.79, -6.51, 13.87, 7.31, -1.93, 5.73, -1.36, 2.83, 1.52, -0.38
50, 28.36, -6.65, 14.16, 7.46, -1.97, 5.73, -1.36, 2.83, 1.52, -0.38
51, 28.93, -6.79, 14.44, 7.61, -2.01, 5.73, -1.36, 2.83, 1.52, -0.38
52, 29.51, -6.92, 14.72, 7.76, -2.05, 5.73, -1.36, 2.83, 1.52, -0.38
53, 30.08, -7.06, 15.01, 7.91, -2.09, 5.73, -1.36, 2.83, 1.52, -0.38
54, 30.65, -7.19, 15.29, 8.07, -2.12, 5.73, -1.36, 2.83, 1.52, -0.38
55, 31.23, -7.33, 15.57, 8.22, -2.16, 5.73, -1.36, 2.83, 1.52, -0.38
56, 31.80, -7.46, 15.86, 8.37, -2.20, 5.73, -1.36, 2.83, 1.52, -0.38
57, 32.37, -7.60, 16.14, 8.52, -2.24, 5.73, -1.36, 2.83, 1.52, -0.38
58, 32.95, -7.74, 16.42, 8.67, -2.27, 5.73, -1.36, 2.83, 1.52, -0.38
59, 33.52, -7.87, 16.71, 8.83, -2.31, 5.73, -1.36, 2.83, 1.52, -0.38
60, 34.09, -8.01, 16.99, 8.98, -2.35, 5.73, -1.36, 2.83, 1.52, -0.38
61, 34.66, -8.14, 17.27, 9.13, -2.39, 5.73, -1.36, 2.83, 1.52, -0.38
62, 35.24, -8.28, 17.56, 9.28, -2.42, 5.73, -1.36, 2.83, 1.52, -0.38
63, 35.81, -8.41, 17.84, 9.44, -2.46, 5.73, -1.36, 2.83, 1.52, -0.38
64, 36.38, -8.55, 18.12, 9.59, -2.50, 5.73, -1.36, 2.83, 1.52, -0.38
65, 36.96, -8.68, 18.41, 9.74, -2.54, 5.73, -1.36, 2.83, 1.52, -0.38
66, 37.53, -8.82, 18.69, 9.89, -2.57, 5.73, -1.36, 2.83, 1.52, -0.38
67, 38.10, -8.96, 18.97, 10.04, -2.61, 5.73, -1.36, 2.83, 1.52, -0.38
68, 38.67, -9.09, 19.26, 10.20, -2.65, 5.73, -1.36, 2.83, 1.52, -0.38
69, 39.25, -9.23, 19.54, 10.35, -2.69, 5.73, -1.36, 2.83, 1.52, -0.38
70, 39.82, -9.36, 19.82, 10.50, -2.72, 5.73, -1.36, 2.83, 1.52, -0.38
71, 40.39, -9.50, 20.11, 10.65, -2.76, 5.73, -1.36, 2.83, 1.52, -0.38
72, 40.97, -9.63, 20.39, 10.80, -2.80, 5.73, -1.36, 2.83, 1.52, -0.38
73, 41.54, -9.77, 20.67, 10.96, -2.84, 5.73, -1.36, 2.83, 1.52, -0.38
74, 42.11, -9.90, 20.96, 11.11, -2.88, 5.73, -1.36, 2.83, 1.52, -0.38
75, 42.69, -10.04, 21.24, 11.26, -2.91, 5.73, -1.36, 2.83, 1.52, -0.38
76, 43.26, -10.18, 21.52, 11.41, -2.95, 5.73, -1.36, 2.83, 1.52, -0.38
77, 43.83, -10.31, 21.81, 11.57, -2.99, 5.73, -1.36, 2.83, 1.52, -0.38
78, 44.40, -10.45, 22.09, 11.72, -3.03, 5.73, -1.36, 2.83, 1.52, -0.38
79, 44.98, -10.58, 22.37, 11.87, -3.06, 5.73, -1.36, 2.83, 1.52, -0.38
80, 45.55, -10.72, 22.66, 12.02, -3.10, 5.73, -1.36, 2.83, 1.52, -0.38
81, 46.12, -10.85, 22.94, 12.17, -3.14, 5.73, -1.36, 2.83, 1.52, -0.38
82, 46.70, -10.99, 23.22, 12.33, -3.18, 5.73, -1.36, 2.83, 1.52, -0.38
83, 47.27, -11.13, 23.51, 12.48, -3.21, 5.73, -1.36, 2.83, 1.52, -0.38
84, 47.84, -11.26, 23.79, 12.63, -3.25, 5.73, -1.36, 2.83, 1.52, -0.38
85, 48.41, -11.40, 24.07, 12.78, -3.29, 5.73, -1.36, 2.83, 1.52, -0.38
86, 48.99, -11.53, 24.36, 12.93, -3.33, 5.73, -1.36, 2.83, 1.52, -0.38
87, 49.56, -11.67, 24.64, 13.09, -3.36, 5.73, -1.36, 2.83, 1.52, -0.38
88, 50.13, -11.80, 24.92, 13.24, -3.40, 5.73, -1.36, 2.83, 1.52, -0.38
89, 50.71, -11.94, 25.20, 13.39, -3.44, 5.73, -1.36, 2.83, 1.52, -0.38
90, 51.28, -12.07, 25.49, 13.54, -3.48, 5.73, -1.36, 2.83, 1.52, -0.38
91, 51.85, -12.21, 25.77, 13.69, -3.52, 5.73, -1.36, 2.83, 1.52, -0.38
92, 52.43, -12.35, 26.05, 13.85, -3.55, 5.73, -1.36, 2.83, 1.52, -0.38
93, 53.00, -12.48, 26.34, 14.00, -3.59, 5.73, -1.36, 2.83, 1.52, -0.38
94, 53.57, -12.62, 26.62, 14.15, -3.63, 5.73, -1.36, 2.83, 1.52, -0.38
95, 54.14, -12.75, 26.90, 14.30, -3.67, 5.73, -1.36, 2.83, 1.52, -0.38
96, 54.72, -12.89, 27.19, 14.46, -3.70, 5.73, -1.36, 2.83, 1.52, -0.38
97, 55.29, -13.02, 27.47, 14.61, -3.74, 5.73, -1.36, 2.83, 1.52, -0.38
98, 55.86, -13.16, 27.75, 14.76, -3.78, 5.73, -1.36, 2.83, 1.52, -0.38
99, 56.44, -13.30, 28.04, 14.91, -3.82, 5.73, -1.36, 2.83, 1.52, -0.38
100, 57.01, -13.43, 28.32, 15.06, -3.85, 5.73, -1.36, 2.83, 1.52, -0.38
101, 57.58, -13.57, 28.60, 15.22, -3.89, 5.73, -1.36, 2.83, 1.52, -0.38
102, 58.16, -13.70, 28.89, 15.37, -3.93, 5.73, -1.36, 2.83, 1.52, -0.38
103, 58.73, -13.84, 29.17, 15.52, -3.97, 5.73, -1.36, 2.83, 1.52, -0.38
104, 59.30, -13.97, 29.45, 15.67, -4.00, 5.73, -1.36, 2.83, 1.52, -0.38
105, 59.87, -14.11, 29.74, 15.82, -4.04, 5.73, -1.36, 2.83, 1.52, -0.38
106, 60.45, -14.24, 30.02, 15.98, -4.08, 5.73, -1.36, 2.83, 1.52, -0.38
107, 61.02, -14.38, 30.30, 16.13, -4.12, 5.73, -1.36, 2.83, 1.52, -0.38
108, 61.59, -14.52, 30.59, 16.28, -4.15, 5.73, -1.36, 2.83, 1.52, -0.38
109, 62.17, -14.65, 30.87, 16.43, -4.19, 5.73, -1.36, 2.83, 1.52, -0.38
110, 62.74, -14.79, 31.15, 16.59, -4.23, 5.73, -1.36, 2.83, 1.52, -0.38
111, 63.31, -14.92, 31.44, 16.74, -4.27, 5.73, -1.36, 2.83, 1.52, -0.38
112, 63.88, -15.06, 31.72, 16.89, -4.31, 5.73, -1.36, 2.83, 1.52, -0.38
113, 64.46, -15.19, 32.00, 17.04, -4.34, 5.73, -1.36, 2.83, 1.52, -0.38
114, 65.03, -15.33, 32.29, 17.19, -4.38, 5.73, -1.36, 2.83, 1.52, -0.38
115, 65.60, -15.46, 32.57, 17.35, -4.42, 5.73, -1.36, 2.83, 1.52, -0.38
116, 66.18, -15.60, 32.85, 17.50, -4.46, 5.73, -1.36, 2.83, 1.52, -0.38
117, 66.75, -15.74, 33.14, 17.65, -4.49, 5.73, -1.36, 2.83, 1.52, -0.38
118, 67.32, -15.87, 33.42, 17.80, -4.53, 5.73, -1.36, 2.83, 1.52, -0.38
119, 67.90, -16.01, 33.70, 17.95, -4.57, 5.73, -1.36, 2.83, 1.52, -0.38
120, 68.47, -16.14, 33.99, 18.11, -4.61, 5.73, -1.36, 2.83, 1.52, -0.38
121, 69.04, -16.28, 34.27, 18.26, -4.64, 5.73, -1.36, 2.83, 1.52, -0.38
122, 69.61, -16.41, 34.55, 18.41, -4.68, 5.73, -1.36, 2.83, 1.52, -0.38
123, 70.19, -16.55, 34.84, 18.56, -4.72, 5.73, -1.36, 2.83, 1.52, -0.38
124, 70.76, -16.69, 35.12, 18.71, -4.76, 5.73, -1.36, 2.83, 1.52, -0.38
125, 71.33, -16.82, 35.40, 18.87, -4.79, 5.73, -1.36, 2.83, 1.52, -0.38
126, 71.91, -16.96, 35.69, 19.02, -4.83, 5.73, -1.36, 2.83, 1.52, -0.38
127, 72.48, -17.09, 35.97, 19.17, -4.87, 5.73, -1.36, 2.83, 1.52, -0.38
128, 73.05, -17.23, 36.25, 19.32, -4.91, 5.73, -1.36, 2.83, 1.52, -0.38
129, 73.63, -17.36, 36.54, 19.48, -4.94, 5.73, -1.36, 2.83, 1.52, -0.38
130, 74.20, -17.50, 36.82, 19.63, -4.98, 5.73, -1.36, 2.83, 1.52, -0.38
131, 74.77, -17.63, 37.10, 19.78, -5.02, 5.73, -1.36, 2.83, 1.52, -0.38
132, 75.34, -17.77, 37.39, 19.93, -5.06, 5.73, -1.36, 2.83, 1.52, -0.38
133, 75.92, -17.91, 37.67, 20.08, -5.10, 5.73, -1.36, 2.83, 1.52, -0.38
134, 76.49, -18.04, 37.95, 20.24, -5.13, 5.73, -1.36, 2.83, 1.52, -0.38
135, 77.06, -18.18, 38.24, 20.39, -5.17, 5.73, -1.36, 2.83, 1.52, -0.38
136, 77.64, -18.31, 38.52, 20.54, -5.21, 5.73, -1.36, 2.83, 1.52, -0.38
137, 78.21, -18.45, 38.80, 20.69, -5.25, 5.73, -1.36, 2.83, 1.52, -0.38
138, 78.78, -18.58, 39.09, 20.84, -5.28, 5.73, -1.36, 2.83, 1.52, -0.38
139, 79.35, -18.72, 39.37, 21.00, -5.32, 5.73, -1.36, 2.83, 1.52, -0.38
140, 79.93, -18.85, 39.65, 21.15, -5.36, 5.73, -1.36, 2.83, 1.52, -0.38
141, 80.50, -18.99, 39.94, 21.30, -5.40, 5.73, -1.36, 2.83, 1.52, -0.38
142, 81.07, -19.13, 40.22, 21.45, -5.43, 5.73, -1.36, 2.83, 1.52, -0.38
143, 81.65, -19.26, 40.50, 21.61, -5.47, 5.73, -1.36, 2.83, 1.52, -0.38
144, 82.22, -19.40, 40.79, 21.76, -5.51, 5.73, -1.36, 2.83, 1.52, -0.38
145, 82.79, -19.53, 41.07, 21.91, -5.55, 5.73, -1.36, 2.83, 1.52, -0.38
146, 83.37, -19.67, 41.35, 22.06, -5.58, 5.73, -1.36, 2.83, 1.52, -0.38
147, 83.94, -19.80, 41.64, 22.21, -5.62, 5.73, -1.36, 2.83, 1.52, -0.38
148, 84.51, -19.94, 41.92, 22.37, -5.66, 5.73, -1.36, 2.83, 1.52, -0.38
149, 85.08, -20.08, 42.20, 22.52, -5.70, 5.73, -1.36, 2.83, 1.52, -0.38
150, 85.66, -20.21, 42.49, 22.67, -5.73, 5.73, -1.36, 2.83, 1.52, -0.38
151, 86.23, -20.35, 42.77, 22.82, -5.77, 5.73, -1.36, 2.83, 1.52, -0.38
152, 86.80, -20.48, 43.05, 22.97, -5.81, 5.73, -1.36, 2.83, 1.52, -0.38
153, 87.38, -20.62, 43.34, 23.13, -5.85, 5.73, -1.36, 2.83, 1.52, -0.38
154, 87.95, -20.75, 43.62, 23.28, -5.89, 5.73, -1.36, 2.83, 1.52, -0.38
155, 88.52, -20.89, 43.90, 23.43, -5.92, 5.73, -1.36, 2.83, 1.52, -0.38
156, 89.09, -21.02, 44.19, 23.58, -5.96, 5.73, -1.36, 2.83, 1.52, -0.38
157, 89.67, -21.16, 44.47, 23.73, -6.00, 5.73, -1.36, 2.83, 1.52, -0.38
158, 90.24, -21.30, 44.75, 23.89, -6.04, 5.73, -1.36, 2.83, 1.52, -0.38
159, 90.81, -21.43, 45.04, 24.04, -6.07, 5.73, -1.36, 2.83, 1.52, -0.38
160, 91.39, -21.57, 45.32, 24.19, -6.11, 5.73, -1.36, 2.83, 1.52, -0.38
161, 91.96, -21.70, 45.60, 24.34, -6.15, 5.73, -1.36, 2.83, 1.52, -0.38
162, 92.53, -21.84, 45.89, 24.50, -6.19, 5.73, -1.36, 2.83, 1.52, -0.38
163, 93.11, -21.97, 46.17, 24.65, -6.22, 5.73, -1.36, 2.83, 1.52, -0.38
164, 93.68, -22.11, 46.45, 24.80, -6.26, 5.73, -1.36, 2.83, 1.52, -0.38
165, 94.25, -22.25, 46.74, 24.95, -6.30, 5.73, -1.36, 2.83, 1.52, -0.38
166, 94.82, -22.38, 47.02, 25.10, -6.34, 5.73, -1.36, 2.83, 1.52, -0.38
167, 95.40, -22.52, 47.30, 25.26, -6.37, 5.73, -1.36, 2.83, 1.52, -0.38
168, 95.97, -22.65, 47.59, 25.41, -6.41, 5.73, -1.36, 2.83, 1.52, -0.38
169, 96.54, -22.79, 47.87, 25.56, -6.45, 5.73, -1.36, 2.83, 1.52, -0.38
170, 97.12, -22.92, 48.15, 25.71, -6.49, 5.73, -1.36, 2.83, 1.52, -0.38
171, 97.69, -23.06, 48.44, 25.86, -6.53, 5.73, -1.36, 2.83, 1.52, -0.38
172, 98.26, -23.19, 48.72, 26.02, -6.56, 5.73, -1.36, 2.83, 1.52, -0.38
173, 98.84, -23.33, 49.00, 26.17, -6.60, 5.73, -1.36, 2.83, 1.52, -0.38
174, 99.41, -23.47, 49.29, 26.32, -6.64, 5.73, -1.36, 2.83, 1.52, -0.38
175, 99.98, -23.60, 49.57, 26.47, -6.68, 5.73, -1.36, 2.83, 1.52, -0.38
176, 100.55, -23.74, 49.85, 26.63, -6.71, 5.73, -1.36, 2.83, 1.52, -0.38
177, 101.13, -23.87, 50.14, 26.78, -6.75, 5.73, -1.36, 2.83, 1.52, -0.38
178, 101.70, -24.01, 50.42, 26.93, -6.79, 5.73, -1.36, 2.83, 1.52, -0.38
179, 102.27, -24.14, 50.70, 27.08, -6.83, 5.73, -1.36, 2.83, 1.52, -0.38
180, 102.85, -24.28, 50.99, 27.23, -6.86, 5.73, -1.36, 2.83, 1.52, -0.38
181, 103.42, -24.41, 51.27, 27.39, -6.90, 5.73, -1.36, 2.83, 1.52, -0.38
182, 103.99, -24.55, 51.55, 27.54, -6.94, 5.73, -1.36, 2.83, 1.52, -0.38
183, 104.56, -24.69, 51.84, 27.69, -6.98, 5.73, -1.36, 2.83, 1.52, -0.38
184, 105.14, -24.82, 52.12, 27.84, -7.01, 5.73, -1.36, 2.83, 1.52, -0.38
185, 105.71, -24.96, 52.40, 27.99, -7.05, 5.73, -1.36, 2.83, 1.52, -0.38
186, 106.28, -25.09, 52.69, 28.15, -7.09, 5.73, -1.36, 2.83, 1.52, -0.38
187, 106.86, -25.23, 52.97, 28.30, -7.13, 5.73, -1.36, 2.83, 1.52, -0.38
188, 107.43, -25.36, 53.25, 28.45, -7.16, 5.73, -1.36, 2.83, 1.52, -0.38
189, 108.00, -25.50, 53.54, 28.60, -7.20, 5.73, -1.36, 2.83, 1.52, -0.38
190, 108.58, -25.64, 53.82, 28.75, -7.24, 5.73, -1.36, 2.83, 1.52, -0.38
191, 109.15, -25.77, 54.10, 28.91, -7.28, 5.73, -1.36, 2.83, 1.52, -0.38
192, 109.72, -25.91, 54.39, 29.06, -7.32, 5.73, -1.36, 2.83, 1.52, -0.38
193, 110.29, -26.04, 54.67, 29.21, -7.35, 5.73, -1.36, 2.83, 1.52, -0.38
194, 110.87, -26.18, 54.95, 29.36, -7.39, 5.73, -1.36, 2.83, 1.52, -0.38
195, 111.44, -26.31, 55.24, 29.52, -7.43, 5.73, -1.36, 2.83, 1.52, -0.38
196, 112.01, -26.45, 55.52, 29.67, -7.47, 5.73, -1.36, 2.83, 1.52, -0.38
197, 112.59, -26.58, 55.80, 29.82, -7.50, 5.73, -1.36, 2.83, 1.52, -0.38
198, 113.16, -26.72, 56.09, 29.97, -7.54, 5.73, -1.36, 2.83, 1.52, -0.38
199, 113.73, -26.86, 56.37, 30.12, -7.58, 5.73, -1.36, 2.83, 1.52, -0.38
200, 114.31, -26.99, 56.65, 30.28, -7.62, 5.73, -1.36, 2.83, 1.52, -0.38
201, 114.88, -27.13, 56.94, 30.43, -7.65, 5.73, -1.36, 2.83, 1.52, -0.38
202, 115.45, -27.26, 57.22, 30.58, -7.69, 5.73, -1.36, 2.83, 1.52, -0.38
203, 116.02, -27.40, 57.50, 30.73, -7.73, 5.73, -1.36, 2.83, 1.52, -0.38
204, 116.60, -27.53, 57.79, 30.88, -7.77, 5.73, -1.36, 2.83, 1.52, -0.38
205, 117.17, -27.67, 58.07, 31.04, -7.80, 5.73, -1.36, 2.83, 1.52, -0.38
206, 117.74, -27.80, 58.35, 31.19, -7.84, 5.73, -1.36, 2.83, 1.52, -0.38
207, 118.32, -27.94, 58.64, 31.34, -7.88, 5.73, -1.36, 2.83, 1.52, -0.38
208, 118.89, -28.08, 58.92, 31.49, -7.92, 5.73, -1.36, 2.83, 1.52, -0.38
209, 119.46, -28.21, 59.20, 31.65, -7.95, 5.73, -1.36, 2.83, 1.52, -0.38
210, 120.03, -28.35, 59.49, 31.80, -7.99, 5.73, -1.36, 2.83, 1.52, -0.38
211, 120.61, -28.48, 59.77, 31.95, -8.03, 5.73, -1.36, 2.83, 1.52, -0.38
212, 121.18, -28.62, 60.05, 32.10, -8.07, 5.73, -1.36, 2.83, 1.52, -0.38
213, 121.75, -28.75, 60.34, 32.25, -8.11, 5.73, -1.36, 2.83, 1.52, -0.38
214, 122.33, -28.89, 60.62, 32.41, -8.14, 5.73, -1.36, 2.83, 1.52, -0.38
215, 122.90, -29.03, 60.90, 32.56, -8.18, 5.73, -1.36, 2.83, 1.52, -0.38
216, 123.47, -29.16, 61.19, 32.71, -8.22, 5.73, -1.36, 2.83, 1.52, -0.38
217, 124.05, -29.30, 61.47, 32.86, -8.26, 5.73, -1.36, 2.83, 1.52, -0.38
218, 124.62, -29.43, 61.75, 33.01, -8.29, 5.73, -1.36, 2.83, 1.52, -0.38
219, 125.19, -29.57, 62.04, 33.17, -8.33, 5.73, -1.36, 2.83, 1.52, -0.38
220, 125.76, -29.70, 62.32, 33.32, -8.37, 5.73, -1.36, 2.83, 1.52, -0.38
221, 126.34, -29.84, 62.60, 33.47, -8.41, 5.73, -1.36, 2.83, 1.52, -0.38
222, 126.91, -29.97, 62.89, 33.62, -8.44, 5.73, -1.36, 2.83, 1.52, -0.38
223, 127.48, -30.11, 63.17, 33.77, -8.48, 5.73, -1.36, 2.83, 1.52, -0.38
224, 128.06, -30.25, 63.45, 33.93, -8.52, 5.73, -1.36, 2.83, 1.52, -0.38
225, 128.63, -30.38, 63.74, 34.08, -8.56, 5.73, -1.36, 2.83, 1.52, -0.38
226, 129.20, -30.52, 64.02, 34.23, -8.59, 5.73, -1.36, 2.83, 1.52, -0.38
227, 129.77, -30.65, 64.30, 34.38, -8.63, 5.73, -1.36, 2.83, 1.52, -0.38
228, 130.35, -30.79, 64.59, 34.54, -8.67, 5.73, -1.36, 2.83, 1.52, -0.38
229, 130.92, -30.92, 64.87, 34.69, -8.71, 5.73, -1.36, 2.83, 1.52, -0.38
230, 131.49, -31.06, 65.15, 34.84, -8.74, 5.73, -1.36, 2.83, 1.52, -0.38
231, 132.07, -31.19, 65.43, 34.99, -8.78, 5.73, -1.36, 2.83, 1.52, -0.38
232, 132.64, -31.33, 65.72, 35.14, -8.82, 5.73, -1.36, 2.83, 1.52, -0.38
233, 133.21, -31.47, 66.00, 35.30, -8.86, 5.73, -1.36, 2.83, 1.52, -0.38
234, 133.79, -31.60, 66.28, 35.45, -8.90, 5.73, -1.36, 2.83, 1.52, -0.38
235, 134.36, -31.74, 66.57, 35.60, -8.93, 5.73, -1.36, 2.83, 1.52, -0.38
236, 134.93, -31.87, 66.85, 35.75, -8.97, 5.73, -1.36, 2.83, 1.52, -0.38
237, 135.50, -32.01, 67.13, 35.90, -9.01, 5.73, -1.36, 2.83, 1.52, -0.38
238, 136.08, -32.14, 67.42, 36.06, -9.05, 5.73, -1.36, 2.83, 1.52, -0.38
239, 136.65, -32.28, 67.70, 36.21, -9.08, 5.73, -1.36, 2.83, 1.52, -0.38
240, 137.22, -32.42, 67.98, 36.36, -9.12, 5.73, -1.36, 2.83, 1.52, -0.38
241, 137.80, -32.55, 68.27, 36.51, -9.16, 5.73, -1.36, 2.83, 1.52, -0.38
242, 138.37, -32.69, 68.55, 36.67, -9.20, 5.73, -1.36, 2.83, 1.52, -0.38
243, 138.94, -32.82, 68.83, 36.82, -9.23, 5.73, -1.36, 2.83, 1.52, -0.38
244, 139.52, -32.96, 69.12, 36.97, -9.27, 5.73, -1.36, 2.83, 1.52, -0.38
245, 140.09, -33.09, 69.40, 37.12, -9.31, 5.73, -1.36, 2.83, 1.52, -0.38
246, 140.66, -33.23, 69.68, 37.27, -9.35, 5.73, -1.36, 2.83, 1.52, -0.38
247, 141.23, -33.36, 69.97, 37.43, -9.38, 5.73, -1.36, 2.83, 1.52, -0.38
248, 141.81, -33.50, 70.25, 37.58, -9.42, 5.73, -1.36, 2.83, 1.52, -0.38
249, 142.37, -33.63, 70.53, 37.73, -9.46, 4.54, -1.07, 2.25, 1.21, -0.30
250, 142.55, -33.68, 70.62, 37.77, -9.47, 0.00, -0.00, 0.00, 0.00, -0.00
