Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
61,-98.82,-75.04,-5.84,-50.94,-3.73,-5.73,-0.47,0.29,3.25,0.67
62,-99.40,-75.09,-5.81,-50.61,-3.66,-5.73,-0.47,0.29,3.25,0.67
63,-99.97,-75.13,-5.78,-50.29,-3.59,-5.73,-0.47,0.29,3.25,0.67
64,-100.54,-75.18,-5.75,-49.96,-3.53,-5.73,-0.47,0.29,3.25,0.67
65,-101.12,-75.23,-5.72,-49.64,-3.46,-5.73,-0.47,0.29,3.25,0.67
66,-101.69,-75.27,-5.69,-49.31,-3.39,-5.73,-0.47,0.29,3.25,0.67
67,-102.26,-75.32,-5.66,-48.99,-3.33,-5.73,-0.47,0.29,3.25,0.67
68,-102.83,-75.37,-5.63,-48.66,-3.26,-5.73,-0.47,0.29,3.25,0.67
69,-103.41,-75.41,-5.60,-48.34,-3.19,-5.73,-0.47,0.29,3.25,0.67
70,-103.98,-75.46,-5.57,-48.01,-3.13,-5.73,-0.47,0.29,3.25,0.67
71,-104.55,-75.51,-5.54,-47.69,-3.06,-5.73,-0.47,0.29,3.25,0.67
72,-105.13,-75.55,-5.51,-47.36,-2.99,-5.73,-0.47,0.29,3.25,0.67
73,-105.70,-75.60,-5.49,-47.04,-2.92,-5.73,-0.47,0.29,3.25,0.67
74,-106.27,-75.65,-5.46,-46.71,-2.86,-5.73,-0.47,0.29,3.25,0.67
75,-106.85,-75.70,-5.43,-46.39,-2.79,-5.73,-0.47,0.29,3.25,0.67
76,-107.42,-75.74,-5.40,-46.06,-2.72,-5.73,-0.47,0.29,3.25,0.67
77,-107.99,-75.79,-5.37,-45.74,-2.66,-5.73,-0.47,0.29,3.25,0.67
78,-108.56,-75.84,-5.34,-45.41,-2.59,-5.73,-0.47,0.29,3.25,0.67
79,-109.14,-75.88,-5.31,-45.09,-2.52,-5.73,-0.47,0.29,3.25,0.67
80,-109.71,-75.93,-5.28,-44.77,-2.45,-5.73,-0.47,0.29,3.25,0.67
81,-110.28,-75.98,-5.25,-44.44,-2.39,-5.73,-0.47,0.29,3.25,0.67
82,-110.86,-76.02,-5.22,-44.12,-2.32,-5.73,-0.47,0.29,3.25,0.67
83,-111.43,-76.07,-5.19,-43.79,-2.25,-5.73,-0.47,0.29,3.25,0.67
84,-112.00,-76.12,-5.16,-43.47,-2.19,-5.73,-0.47,0.29,3.25,0.67
85,-112.57,-76.16,-5.13,-43.14,-2.12,-5.73,-0.47,0.29,3.25,0.67
86,-113.15,-76.21,-5.11,-42.82,-2.05,-5.73,-0.47,0.29,3.25,0.67
87,-113.72,-76.26,-5.08,-42.49,-1.99,-5.73,-0.47,0.29,3.25,0.67
88,-114.29,-76.30,-5.05,-42.17,-1.92,-5.73,-0.47,0.29,3.25,0.67
89,-114.87,-76.35,-5.02,-41.84,-1.85,-5.73,-0.47,0.29,3.25,0.67
90,-115.44,-76.40,-4.99,-41.52,-1.78,-5.73,-0.47,0.29,3.25,0.67
91,-116.01,-76.44,-4.96,-41.19,-1.72,-5.73,-0.47,0.29,3.25,0.67
92,-116.59,-76.49,-4.93,-40.87,-1.65,-5.73,-0.47,0.29,3.25,0.67
93,-117.16,-76.54,-4.90,-40.54,-1.58,-5.73,-0.47,0.29,3.25,0.67
94,-117.73,-76.59,-4.87,-40.22,-1.52,-5.73,-0.47,0.29,3.25,0.67
95,-118.30,-76.63,-4.84,-39.89,-1.45,-5.73,-0.47,0.29,3.25,0.67
96,-118.88,-76.68,-4.81,-39.57,-1.38,-5.73,-0.47,0.29,3.25,0.67
97,-119.45,-76.73,-4.78,-39.24,-1.32,-5.73,-0.47,0.29,3.25,0.67
98,-120.02,-76.77,-4.75,-38.92,-1.25,-5.73,-0.47,0.29,3.25,0.67
99,-120.60,-76.82,-4.73,-38.59,-1.18,-5.73,-0.47,0.29,3.25,0.67
100,-121.17,-76.87,-4.70,-38.27,-1.11,-5.73,-0.47,0.29,3.25,0.67
101,-121.74,-76.91,-4.67,-37.94,-1.05,-5.73,-0.47,0.29,3.25,0.67
102,-122.32,-76.96,-4.64,-37.62,-0.98,-5.73,-0.47,0.29,3.25,0.67
103,-122.89,-77.01,-4.61,-37.29,-0.91,-5.73,-0.47,0.29,3.25,0.67
104,-123.46,-77.05,-4.58,-36.97,-0.85,-5.73,-0.47,0.29,3.25,0.67
105,-124.03,-77.10,-4.55,-36.64,-0.78,-5.73,-0.47,0.29,3.25,0.67
106,-124.61,-77.15,-4.52,-36.32,-0.71,-5.73,-0.47,0.29,3.25,0.67
107,-125.18,-77.19,-4.49,-35.99,-0.64,-5.73,-0.47,0.29,3.25,0.67
108,-125.75,-77.24,-4.46,-35.67,-0.58,-5.73,-0.47,0.29,3.25,0.67
109,-126.33,-77.29,-4.43,-35.34,-0.51,-5.73,-0.47,0.29,3.25,0.67
110,-126.90,-77.33,-4.40,-35.02,-0.44,-5.73,-0.47,0.29,3.25,0.67
111,-127.47,-77.38,-4.37,-34.69,-0.38,-5.73,-0.47,0.29,3.25,0.67
112,-128.04,-77.43,-4.35,-34.37,-0.31,-5.73,-0.47,0.29,3.25,0.67
113,-128.62,-77.48,-4.32,-34.04,-0.24,-5.73,-0.47,0.29,3.25,0.67
114,-129.19,-77.52,-4.29,-33.72,-0.18,-5.73,-0.47,0.29,3.25,0.67
115,-129.76,-77.57,-4.26,-33.39,-0.11,-5.73,-0.47,0.29,3.25,0.67
116,-130.34,-77.62,-4.23,-33.07,-0.04,-5.73,-0.47,0.29,3.25,0.67
117,-130.91,-77.66,-4.20,-32.74,0.03,-5.73,-0.47,0.29,3.25,0.67
118,-131.48,-77.71,-4.17,-32.42,0.09,-5.73,-0.47,0.29,3.25,0.67
119,-132.06,-77.76,-4.14,-32.09,0.16,-5.73,-0.47,0.29,3.25,0.67
120,-132.63,-77.80,-4.11,-31.77,0.23,-5.73,-0.47,0.29,3.25,0.67
121,-133.20,-77.85,-4.08,-31.44,0.29,-5.73,-0.47,0.29,3.25,0.67
122,-133.77,-77.90,-4.05,-31.12,0.36,-5.73,-0.47,0.29,3.25,0.67
123,-134.35,-77.94,-4.02,-30.79,0.43,-5.73,-0.47,0.29,3.25,0.67
124,-134.92,-77.99,-4.00,-30.47,0.49,-5.73,-0.47,0.29,3.25,0.67
125,-135.49,-78.04,-3.97,-30.14,0.56,-5.73,-0.47,0.29,3.25,0.67
126,-136.07,-78.08,-3.94,-29.82,0.63,-5.73,-0.47,0.29,3.25,0.67
127,-136.64,-78.13,-3.91,-29.49,0.70,-5.73,-0.47,0.29,3.25,0.67
128,-137.21,-78.18,-3.88,-29.17,0.76,-5.73,-0.47,0.29,3.25,0.67
129,-137.79,-78.22,-3.85,-28.84,0.83,-5.73,-0.47,0.29,3.25,0.67
130,-138.36,-78.27,-3.82,-28.52,0.90,-5.73,-0.47,0.29,3.25,0.67
131,-138.93,-78.32,-3.79,-28.19,0.96,-5.73,-0.47,0.29,3.25,0.67
132,-139.50,-78.36,-3.76,-27.87,1.03,-5.73,-0.47,0.29,3.25,0.67
133,-140.08,-78.41,-3.73,-27.54,1.10,-5.73,-0.47,0.29,3.25,0.67
134,-140.65,-78.46,-3.70,-27.22,1.16,-5.73,-0.47,0.29,3.25,0.67
135,-141.22,-78.51,-3.67,-26.89,1.23,-5.73,-0.47,0.29,3.25,0.67
136,-141.80,-78.55,-3.64,-26.57,1.30,-5.73,-0.47,0.29,3.25,0.67
137,-142.37,-78.60,-3.62,-26.24,1.37,-5.73,-0.47,0.29,3.25,0.67
138,-142.94,-78.65,-3.59,-25.92,1.43,-5.73,-0.47,0.29,3.25,0.67
139,-143.51,-78.69,-3.56,-25.59,1.50,-5.73,-0.47,0.29,3.25,0.67
140,-144.09,-78.74,-3.53,-25.27,1.57,-5.73,-0.47,0.29,3.25,0.67
141,-144.66,-78.79,-3.50,-24.94,1.63,-5.73,-0.47,0.29,3.25,0.67
142,-145.23,-78.83,-3.47,-24.62,1.70,-5.73,-0.47,0.29,3.25,0.67
143,-145.81,-78.88,-3.44,-24.29,1.77,-5.73,-0.47,0.29,3.25,0.67
144,-146.38,-78.93,-3.41,-23.97,1.84,-5.73,-0.47,0.29,3.25,0.67
145,-146.95,-78.97,-3.38,-23.64,1.90,-5.73,-0.47,0.29,3.25,0.67
146,-147.53,-79.02,-3.35,-23.32,1.97,-5.73,-0.47,0.29,3.25,0.67
147,-148.10,-79.07,-3.32,-22.99,2.04,-5.73,-0.47,0.29,3.25,0.67
148,-148.67,-79.11,-3.29,-22.67,2.10,-5.73,-0.47,0.29,3.25,0.67
149,-149.24,-79.16,-3.26,-22.34,2.17,-5.73,-0.47,0.29,3.25,0.67
150,-149.82,-79.21,-3.24,-22.02,2.24,-5.73,-0.47,0.29,3.25,0.67
151,-150.39,-79.25,-3.21,-21.69,2.30,-5.73,-0.47,0.29,3.25,0.67
152,-150.96,-79.30,-3.18,-21.37,2.37,-5.73,-0.47,0.29,3.25,0.67
153,-151.54,-79.35,-3.15,-21.04,2.44,-5.73,-0.47,0.29,3.25,0.67
154,-152.11,-79.40,-3.12,-20.72,2.51,-5.73,-0.47,0.29,3.25,0.67
155,-152.68,-79.44,-3.09,-20.39,2.57,-5.73,-0.47,0.29,3.25,0.67
156,-153.25,-79.49,-3.06,-20.07,2.64,-5.73,-0.47,0.29,3.25,0.67
157,-153.83,-79.54,-3.03,-19.74,2.71,-5.73,-0.47,0.29,3.25,0.67
158,-154.40,-79.58,-3.00,-19.42,2.77,-5.73,-0.47,0.29,3.25,0.67
159,-154.97,-79.63,-2.97,-19.09,2.84,-5.73,-0.47,0.29,3.25,0.67
160,-155.55,-79.68,-2.94,-18.77,2.91,-5.73,-0.47,0.29,3.25,0.67
161,-156.12,-79.72,-2.91,-18.44,2.97,-5.73,-0.47,0.29,3.25,0.67
162,-156.69,-79.77,-2.88,-18.12,3.04,-5.73,-0.47,0.29,3.25,0.67
163,-157.27,-79.82,-2.86,-17.79,3.11,-5.73,-0.47,0.29,3.25,0.67
164,-157.84,-79.86,-2.83,-17.47,3.18,-5.73,-0.47,0.29,3.25,0.67
165,-158.41,-79.91,-2.80,-17.14,3.24,-5.73,-0.47,0.29,3.25,0.67
166,-158.98,-79.96,-2.77,-16.82,3.31,-5.73,-0.47,0.29,3.25,0.67
167,-159.56,-80.00,-2.74,-16.49,3.38,-5.73,-0.47,0.29,3.25,0.67
168,-160.13,-80.05,-2.71,-16.17,3.44,-5.73,-0.47,0.29,3.25,0.67
169,-160.70,-80.10,-2.68,-15.84,3.51,-5.73,-0.47,0.29,3.25,0.67
170,-161.28,-80.14,-2.65,-15.52,3.58,-5.73,-0.47,0.29,3.25,0.67
171,-161.85,-80.19,-2.62,-15.19,3.65,-5.73,-0.47,0.29,3.25,0.67
172,-162.42,-80.24,-2.59,-14.87,3.71,-5.73,-0.47,0.29,3.25,0.67
173,-163.00,-80.29,-2.56,-14.54,3.78,-5.73,-0.47,0.29,3.25,0.67
174,-163.57,-80.33,-2.53,-14.22,3.85,-5.73,-0.47,0.29,3.25,0.67
175,-164.14,-80.38,-2.51,-13.89,3.91,-5.73,-0.47,0.29,3.25,0.67
176,-164.71,-80.43,-2.48,-13.57,3.98,-5.73,-0.47,0.29,3.25,0.67
177,-165.29,-80.47,-2.45,-13.24,4.05,-5.73,-0.47,0.29,3.25,0.67
178,-165.86,-80.52,-2.42,-12.92,4.11,-5.73,-0.47,0.29,3.25,0.67
179,-166.43,-80.57,-2.39,-12.59,4.18,-5.73,-0.47,0.29,3.25,0.67
180,-167.01,-80.61,-2.36,-12.27,4.25,-5.73,-0.47,0.29,3.25,0.67
181,-167.58,-80.66,-2.33,-11.94,4.32,-5.73,-0.47,0.29,3.25,0.67
182,-168.15,-80.71,-2.30,-11.62,4.38,-5.73,-0.47,0.29,3.25,0.67
183,-168.72,-80.75,-2.27,-11.29,4.45,-5.73,-0.47,0.29,3.25,0.67
184,-169.30,-80.80,-2.24,-10.97,4.52,-5.73,-0.47,0.29,3.25,0.67
185,-169.87,-80.85,-2.21,-10.64,4.58,-5.73,-0.47,0.29,3.25,0.67
186,-170.44,-80.89,-2.18,-10.32,4.65,-5.73,-0.47,0.29,3.25,0.67
187,-171.02,-80.94,-2.15,-9.99,4.72,-5.73,-0.47,0.29,3.25,0.67
188,-171.59,-80.99,-2.13,-9.67,4.78,-5.73,-0.47,0.29,3.25,0.67
189,-172.16,-81.03,-2.10,-9.34,4.85,-5.73,-0.47,0.29,3.25,0.67
190,-172.74,-81.08,-2.07,-9.02,4.92,-5.73,-0.47,0.29,3.25,0.67
191,-173.31,-81.13,-2.04,-8.69,4.99,-5.73,-0.47,0.29,3.25,0.67
192,-173.88,-81.18,-2.01,-8.37,5.05,-5.73,-0.47,0.29,3.25,0.67
193,-174.45,-81.22,-1.98,-8.05,5.12,-5.73,-0.47,0.29,3.25,0.67
194,-175.03,-81.27,-1.95,-7.72,5.19,-5.73,-0.47,0.29,3.25,0.67
195,-175.60,-81.32,-1.92,-7.40,5.25,-5.73,-0.47,0.29,3.25,0.67
196,-176.17,-81.36,-1.89,-7.07,5.32,-5.73,-0.47,0.29,3.25,0.67
197,-176.75,-81.41,-1.86,-6.75,5.39,-5.73,-0.47,0.29,3.25,0.67
198,-177.32,-81.46,-1.83,-6.42,5.46,-5.73,-0.47,0.29,3.25,0.67
199,-177.89,-81.50,-1.80,-6.10,5.52,-5.73,-0.47,0.29,3.25,0.67
200,-178.47,-81.55,-1.77,-5.77,5.59,-5.73,-0.47,0.29,3.25,0.67
201,-179.04,-81.60,-1.75,-5.45,5.66,-5.73,-0.47,0.29,3.25,0.67
202,-179.61,-81.64,-1.72,-5.12,5.72,-5.73,-0.47,0.29,3.25,0.67
203,-180.18,-81.69,-1.69,-4.80,5.79,-5.73,-0.47,0.29,3.25,0.67
204,-180.76,-81.74,-1.66,-4.47,5.86,-5.73,-0.47,0.29,3.25,0.67
205,-181.33,-81.78,-1.63,-4.15,5.92,-5.73,-0.47,0.29,3.25,0.67
206,-181.90,-81.83,-1.60,-3.82,5.99,-5.73,-0.47,0.29,3.25,0.67
207,-182.48,-81.88,-1.57,-3.50,6.06,-5.73,-0.47,0.29,3.25,0.67
208,-183.05,-81.92,-1.54,-3.17,6.13,-5.73,-0.47,0.29,3.25,0.67
209,-183.62,-81.97,-1.51,-2.85,6.19,-5.73,-0.47,0.29,3.25,0.67
210,-184.19,-82.02,-1.48,-2.52,6.26,-5.73,-0.47,0.29,3.25,0.67
211,-184.77,-82.07,-1.45,-2.20,6.33,-5.73,-0.47,0.29,3.25,0.67
212,-185.34,-82.11,-1.42,-1.87,6.39,-5.73,-0.47,0.29,3.25,0.67
213,-185.91,-82.16,-1.40,-1.55,6.46,-5.73,-0.47,0.29,3.25,0.67
214,-186.49,-82.21,-1.37,-1.22,6.53,-5.73,-0.47,0.29,3.25,0.67
215,-187.06,-82.25,-1.34,-0.90,6.59,-5.73,-0.47,0.29,3.25,0.67
216,-187.63,-82.30,-1.31,-0.57,6.66,-5.73,-0.47,0.29,3.25,0.67
217,-188.21,-82.35,-1.28,-0.25,6.73,-5.73,-0.47,0.29,3.25,0.67
218,-188.78,-82.39,-1.25,0.08,6.80,-5.73,-0.47,0.29,3.25,0.67
219,-189.35,-82.44,-1.22,0.40,6.86,-5.73,-0.47,0.29,3.25,0.67
220,-189.92,-82.49,-1.19,0.73,6.93,-5.73,-0.47,0.29,3.25,0.67
221,-190.50,-82.53,-1.16,1.05,7.00,-5.73,-0.47,0.29,3.25,0.67
222,-191.07,-82.58,-1.13,1.38,7.06,-5.73,-0.47,0.29,3.25,0.67
223,-191.64,-82.63,-1.10,1.70,7.13,-5.73,-0.47,0.29,3.25,0.67
224,-192.22,-82.67,-1.07,2.03,7.20,-5.73,-0.47,0.29,3.25,0.67
225,-192.79,-82.72,-1.04,2.35,7.26,-5.73,-0.47,0.29,3.25,0.67
226,-193.36,-82.77,-1.02,2.68,7.33,-5.73,-0.47,0.29,3.25,0.67
227,-193.93,-82.81,-0.99,3.00,7.40,-5.73,-0.47,0.29,3.25,0.67
228,-194.51,-82.86,-0.96,3.33,7.47,-5.73,-0.47,0.29,3.25,0.67
229,-195.08,-82.91,-0.93,3.65,7.53,-5.73,-0.47,0.29,3.25,0.67
230,-195.65,-82.95,-0.90,3.98,7.60,-5.73,-0.47,0.29,3.25,0.67
231,-196.23,-83.00,-0.87,4.30,7.67,-5.73,-0.47,0.29,3.25,0.67
232,-196.80,-83.05,-0.84,4.63,7.73,-5.73,-0.47,0.29,3.25,0.67
233,-197.37,-83.10,-0.81,4.95,7.80,-5.73,-0.47,0.29,3.25,0.67
234,-197.95,-83.14,-0.78,5.28,7.87,-5.73,-0.47,0.29,3.25,0.67
235,-198.52,-83.19,-0.75,5.60,7.94,-5.73,-0.47,0.29,3.25,0.67
236,-199.09,-83.24,-0.72,5.93,8.00,-5.73,-0.47,0.29,3.25,0.67
237,-199.66,-83.28,-0.69,6.25,8.07,-5.73,-0.47,0.29,3.25,0.67
238,-200.20,-83.33,-0.67,6.56,8.13,-3.61,-0.29,0.18,2.05,0.42
239,-200.31,-83.34,-0.66,6.62,8.15,0.00,0.00,-0.00,-0.00,-0.00
