Index, Pos_J1, Pos_J2, Pos_J3, Pos_J4, Pos_J5, Vel_J1, Vel_J2, Vel_J3, Vel_J4, Vel_J5
106, 60.36, 13.19, 27.94, -15.19, -23.19, 5.73, 1.25, 2.65, -1.44, -2.20
107, 60.93, 13.31, 28.20, -15.33, -23.41, 5.73, 1.25, 2.65, -1.44, -2.20
108, 61.50, 13.44, 28.46, -15.48, -23.63, 5.73, 1.25, 2.65, -1.44, -2.20
109, 62.08, 13.56, 28.73, -15.62, -23.85, 5.73, 1.25, 2.65, -1.44, -2.20
110, 62.65, 13.69, 28.99, -15.77, -24.07, 5.73, 1.25, 2.65, -1.44, -2.20
111, 63.22, 13.81, 29.26, -15.91, -24.29, 5.73, 1.25, 2.65, -1.44, -2.20
112, 63.80, 13.94, 29.52, -16.05, -24.51, 5.73, 1.25, 2.65, -1.44, -2.20
113, 64.37, 14.06, 29.79, -16.20, -24.73, 5.73, 1.25, 2.65, -1.44, -2.20
114, 64.94, 14.19, 30.05, -16.34, -24.95, 5.73, 1.25, 2.65, -1.44, -2.20
115, 65.52, 14.31, 30.32, -16.49, -25.17, 5.73, 1.25, 2.65, -1.44, -2.20
116, 66.09, 14.44, 30.58, -16.63, -25.39, 5.73, 1.25, 2.65, -1.44, -2.20
117, 66.66, 14.56, 30.85, -16.77, -25.61, 5.73, 1.25, 2.65, -1.44, -2.20
118, 67.23, 14.69, 31.11, -16.92, -25.83, 5.73, 1.25, 2.65, -1.44, -2.20
119, 67.81, 14.81, 31.38, -17.06, -26.05, 5.73, 1.25, 2.65, -1.44, -2.20
120, 68.38, 14.94, 31.64, -17.21, -26.27, 5.73, 1.25, 2.65, -1.44, -2.20
121, 68.95, 15.06, 31.91, -17.35, -26.49, 5.73, 1.25, 2.65, -1.44, -2.20
122, 69.53, 15.19, 32.17, -17.49, -26.71, 5.73, 1.25, 2.65, -1.44, -2.20
123, 70.10, 15.31, 32.44, -17.64, -26.93, 5.73, 1.25, 2.65, -1.44, -2.20
124, 70.67, 15.44, 32.70, -17.78, -27.15, 5.73, 1.25, 2.65, -1.44, -2.20
125, 71.25, 15.56, 32.97, -17.93, -27.37, 5.73, 1.25, 2.65, -1.44, -2.20
126, 71.82, 15.68, 33.23, -18.07, -27.59, 5.73, 1.25, 2.65, -1.44, -2.20
127, 72.39, 15.81, 33.50, -18.21, -27.81, 5.73, 1.25, 2.65, -1.44, -2.20
128, 72.96, 15.93, 33.76, -18.36, -28.03, 5.73, 1.25, 2.65, -1.44, -2.20
129, 73.54, 16.06, 34.03, -18.50, -28.25, 5.73, 1.25, 2.65, -1.44, -2.20
130, 74.11, 16.18, 34.29, -18.65, -28.47, 5.73, 1.25, 2.65, -1.44, -2.20
131, 74.68, 16.31, 34.55, -18.79, -28.69, 5.73, 1.25, 2.65, -1.44, -2.20
132, 75.26, 16.43, 34.82, -18.93, -28.91, 5.73, 1.25, 2.65, -1.44, -2.20
133, 75.83, 16.56, 35.08, -19.08, -29.13, 5.73, 1.25, 2.65, -1.44, -2.20
134, 76.40, 16.68, 35.35, -19.22, -29.35, 5.73, 1.25, 2.65, -1.44, -2.20
135, 76.97, 16.81, 35.61, -19.37, -29.57, 5.73, 1.25, 2.65, -1.44, -2.20
136, 77.55, 16.93, 35.88, -19.51, -29.78, 5.73, 1.25, 2.65, -1.44, -2.20
137, 78.12, 17.06, 36.14, -19.65, -30.00, 5.73, 1.25, 2.65, -1.44, -2.20
138, 78.69, 17.18, 36.41, -19.80, -30.22, 5.73, 1.25, 2.65, -1.44, -2.20
139, 79.27, 17.31, 36.67, -19.94, -30.44, 5.73, 1.25, 2.65, -1.44, -2.20
140, 79.84, 17.43, 36.94, -20.09, -30.66, 5.73, 1.25, 2.65, -1.44, -2.20
141, 80.41, 17.56, 37.20, -20.23, -30.88, 5.73, 1.25, 2.65, -1.44, -2.20
142, 80.99, 17.68, 37.47, -20.37, -31.10, 5.73, 1.25, 2.65, -1.44, -2.20
143, 81.56, 17.81, 37.73, -20.52, -31.32, 5.73, 1.25, 2.65, -1.44, -2.20
144, 82.13, 17.93, 38.00, -20.66, -31.54, 5.73, 1.25, 2.65, -1.44, -2.20
145, 82.70, 18.06, 38.26, -20.81, -31.76, 5.73, 1.25, 2.65, -1.44, -2.20
146, 83.28, 18.18, 38.53, -20.95, -31.98, 5.73, 1.25, 2.65, -1.44, -2.20
147, 83.85, 18.31, 38.79, -21.09, -32.20, 5.73, 1.25, 2.65, -1.44, -2.20
148, 84.42, 18.43, 39.06, -21.24, -32.42, 5.73, 1.25, 2.65, -1.44, -2.20
149, 85.00, 18.56, 39.32, -21.38, -32.64, 5.73, 1.25, 2.65, -1.44, -2.20
150, 85.57, 18.68, 39.59, -21.53, -32.86, 5.73, 1.25, 2.65, -1.44, -2.20
151, 86.14, 18.81, 39.85, -21.67, -33.08, 5.73, 1.25, 2.65, -1.44, -2.20
152, 86.72, 18.93, 40.12, -21.81, -33.30, 5.73, 1.25, 2.65, -1.44, -2.20
153, 87.29, 19.06, 40.38, -21.96, -33.52, 5.73, 1.25, 2.65, -1.44, -2.20
154, 87.86, 19.18, 40.65, -22.10, -33.74, 5.73, 1.25, 2.65, -1.44, -2.20
155, 88.43, 19.31, 40.91, -22.25, -33.96, 5.73, 1.25, 2.65, -1.44, -2.20
156, 89.01, 19.43, 41.17, -22.39, -34.18, 5.73, 1.25, 2.65, -1.44, -2.20
157, 89.58, 19.56, 41.44, -22.53, -34.40, 5.73, 1.25, 2.65, -1.44, -2.20
158, 90.15, 19.68, 41.70, -22.68, -34.62, 5.73, 1.25, 2.65, -1.44, -2.20
159, 90.73, 19.81, 41.97, -22.82, -34.84, 5.73, 1.25, 2.65, -1.44, -2.20
160, 91.30, 19.93, 42.23, -22.97, -35.06, 5.73, 1.25, 2.65, -1.44, -2.20
161, 91.87, 20.06, 42.50, -23.11, -35.28, 5.73, 1.25, 2.65, -1.44, -2.20
162, 92.44, 20.18, 42.76, -23.25, -35.50, 5.73, 1.25, 2.65, -1.44, -2.20
163, 93.02, 20.31, 43.03, -23.40, -35.72, 5.73, 1.25, 2.65, -1.44, -2.20
164, 93.59, 20.43, 43.29, -23.54, -35.94, 5.73, 1.25, 2.65, -1.44, -2.20
165, 94.16, 20.56, 43.56, -23.68, -36.16, 5.73, 1.25, 2.65, -1.44, -2.20
166, 94.74, 20.68, 43.82, -23.83, -36.38, 5.73, 1.25, 2.65, -1.44, -2.20
167, 95.31, 20.81, 44.09, -23.97, -36.60, 5.73, 1.25, 2.65, -1.44, -2.20
168, 95.88, 20.93, 44.35, -24.12, -36.82, 5.73, 1.25, 2.65, -1.44, -2.20
169, 96.46, 21.06, 44.62, -24.26, -37.04, 5.73, 1.25, 2.65, -1.44, -2.20
170, 97.03, 21.18, 44.88, -24.40, -37.26, 5.73, 1.25, 2.65, -1.44, -2.20
171, 97.60, 21.31, 45.15, -24.55, -37.48, 5.73, 1.25, 2.65, -1.44, -2.20
172, 98.17, 21.43, 45.41, -24.69, -37.70, 5.73, 1.25, 2.65, -1.44, -2.20
173, 98.75, 21.56, 45.68, -24.84, -37.92, 5.73, 1.25, 2.65, -1.44, -2.20
174, 99.32, 21.68, 45.94, -24.98, -38.14, 5.73, 1.25, 2.65, -1.44, -2.20
175, 99.89, 21.81, 46.21, -25.12, -38.36, 5.73, 1.25, 2.65, -1.44, -2.20
176, 100.47, 21.93, 46.47, -25.27, -38.58, 5.73, 1.25, 2.65, -1.44, -2.20
177, 101.04, 22.06, 46.74, -25.41, -38.80, 5.73, 1.25, 2.65, -1.44, -2.20
178, 101.61, 22.18, 47.00, -25.56, -39.02, 5.73, 1.25, 2.65, -1.44, -2.20
179, 102.18, 22.31, 47.26, -25.70, -39.24, 5.73, 1.25, 2.65, -1.44, -2.20
180, 102.76, 22.43, 47.53, -25.84, -39.46, 5.73, 1.25, 2.65, -1.44, -2.20
181, 103.33, 22.56, 47.79, -25.99, -39.68, 5.73, 1.25, 2.65, -1.44, -2.20
182, 103.90, 22.68, 48.06, -26.13, -39.90, 5.73, 1.25, 2.65, -1.44, -2.20
183, 104.48, 22.81, 48.32, -26.28, -40.12, 5.73, 1.25, 2.65, -1.44, -2.20
184, 105.05, 22.93, 48.59, -26.42, -40.34, 5.73, 1.25, 2.65, -1.44, -2.20
185, 105.62, 23.06, 48.85, -26.56, -40.56, 5.73, 1.25, 2.65, -1.44, -2.20
186, 106.20, 23.18, 49.12, -26.71, -40.78, 5.73, 1.25, 2.65, -1.44, -2.20
187, 106.77, 23.31, 49.38, -26.85, -41.00, 5.73, 1.25, 2.65, -1.44, -2.20
188, 107.34, 23.43, 49.65, -27.00, -41.22, 5.73, 1.25, 2.65, -1.44, -2.20
189, 107.91, 23.56, 49.91, -27.14, -41.44, 5.73, 1.25, 2.65, -1.44, -2.20
190, 108.49, 23.68, 50.18, -27.28, -41.65, 5.73, 1.25, 2.65, -1.44, -2.20
191, 109.06, 23.81, 50.44, -27.43, -41.87, 5.73, 1.25, 2.65, -1.44, -2.20
192, 109.63, 23.93, 50.71, -27.57, -42.09, 5.73, 1.25, 2.65, -1.44, -2.20
193, 110.21, 24.06, 50.97, -27.72, -42.31, 5.73, 1.25, 2.65, -1.44, -2.20
194, 110.78, 24.18, 51.24, -27.86, -42.53, 5.73, 1.25, 2.65, -1.44, -2.20
195, 111.35, 24.31, 51.50, -28.00, -42.75, 5.73, 1.25, 2.65, -1.44, -2.20
196, 111.93, 24.43, 51.77, -28.15, -42.97, 5.73, 1.25, 2.65, -1.44, -2.20
197, 112.50, 24.56, 52.03, -28.29, -43.19, 5.73, 1.25, 2.65, -1.44, -2.20
198, 113.07, 24.68, 52.30, -28.44, -43.41, 5.73, 1.25, 2.65, -1.44, -2.20
199, 113.64, 24.81, 52.56, -28.58, -43.63, 5.73, 1.25, 2.65, -1.44, -2.20
200, 114.22, 24.93, 52.83, -28.72, -43.85, 5.73, 1.25, 2.65, -1.44, -2.20
201, 114.79, 25.06, 53.09, -28.87, -44.07, 5.73, 1.25, 2.65, -1.44, -2.20
202, 115.36, 25.18, 53.35, -29.01, -44.29, 5.73, 1.25, 2.65, -1.44, -2.20
203, 115.94, 25.31, 53.62, -29.16, -44.51, 5.73, 1.25, 2.65, -1.44, -2.20
204, 116.51, 25.43, 53.88, -29.30, -44.73, 5.73, 1.25, 2.65, -1.44, -2.20
205, 117.08, 25.56, 54.15, -29.44, -44.95, 5.73, 1.25, 2.65, -1.44, -2.20
206, 117.65, 25.68, 54.41, -29.59, -45.17, 5.73, 1.25, 2.65, -1.44, -2.20
207, 118.23, 25.81, 54.68, -29.73, -45.39, 5.73, 1.25, 2.65, -1.44, -2.20
208, 118.80, 25.93, 54.94, -29.88, -45.61, 5.73, 1.25, 2.65, -1.44, -2.20
209, 119.37, 26.06, 55.21, -30.02, -45.83, 5.73, 1.25, 2.65, -1.44, -2.20
210, 119.95, 26.18, 55.47, -30.16, -46.05, 5.73, 1.25, 2.65, -1.44, -2.20
211, 120.52, 26.31, 55.74, -30.31, -46.27, 5.73, 1.25, 2.65, -1.44, -2.20
212, 121.09, 26.43, 56.00, -30.45, -46.49, 5.73, 1.25, 2.65, -1.44, -2.20
213, 121.67, 26.56, 56.27, -30.60, -46.71, 5.73, 1.25, 2.65, -1.44, -2.20
214, 122.24, 26.68, 56.53, -30.74, -46.93, 5.73, 1.25, 2.65, -1.44, -2.20
215, 122.81, 26.81, 56.80, -30.88, -47.15, 5.73, 1.25, 2.65, -1.44, -2.20
216, 123.38, 26.93, 57.06, -31.03, -47.37, 5.73, 1.25, 2.65, -1.44, -2.20
217, 123.96, 27.06, 57.33, -31.17, -47.59, 5.73, 1.25, 2.65, -1.44, -2.20
218, 124.53, 27.18, 57.59, -31.32, -47.81, 5.73, 1.25, 2.65, -1.44, -2.20
219, 125.10, 27.31, 57.86, -31.46, -48.03, 5.73, 1.25, 2.65, -1.44, -2.20
220, 125.68, 27.43, 58.12, -31.60, -48.25, 5.73, 1.25, 2.65, -1.44, -2.20
221, 126.25, 27.56, 58.39, -31.75, -48.47, 5.73, 1.25, 2.65, -1.44, -2.20
222, 126.82, 27.68, 58.65, -31.89, -48.69, 5.73, 1.25, 2.65, -1.44, -2.20
223, 127.40, 27.81, 58.92, -32.04, -48.91, 5.73, 1.25, 2.65, -1.44, -2.20
224, 127.97, 27.93, 59.18, -32.18, -49.13, 5.73, 1.25, 2.65, -1.44, -2.20
225, 128.54, 28.06, 59.45, -32.32, -49.35, 5.73, 1.25, 2.65, -1.44, -2.20
226, 129.11, 28.18, 59.71, -32.47, -49.57, 5.73, 1.25, 2.65, -1.44, -2.20
227, 129.69, 28.31, 59.97, -32.61, -49.79, 5.73, 1.25, 2.65, -1.44, -2.20
228, 130.26, 28.43, 60.24, -32.76, -50.01, 5.73, 1.25, 2.65, -1.44, -2.20
229, 130.83, 28.56, 60.50, -32.90, -50.23, 5.73, 1.25, 2.65, -1.44, -2.20
230, 131.41, 28.68, 60.77, -33.04, -50.45, 5.73, 1.25, 2.65, -1.44, -2.20
231, 131.98, 28.81, 61.03, -33.19, -50.67, 5.73, 1.25, 2.65, -1.44, -2.20
232, 132.55, 28.93, 61.30, -33.33, -50.89, 5.73, 1.25, 2.65, -1.44, -2.20
233, 133.12, 29.06, 61.56, -33.48, -51.11, 5.73, 1.25, 2.65, -1.44, -2.20
234, 133.70, 29.18, 61.83, -33.62, -51.33, 5.73, 1.25, 2.65, -1.44, -2.20
235, 134.27, 29.31, 62.09, -33.76, -51.55, 5.73, 1.25, 2.65, -1.44, -2.20
236, 134.84, 29.43, 62.36, -33.91, -51.77, 5.73, 1.25, 2.65, -1.44, -2.20
237, 135.42, 29.56, 62.62, -34.05, -51.99, 5.73, 1.25, 2.65, -1.44, -2.20
238, 135.99, 29.68, 62.89, -34.20, -52.21, 5.73, 1.25, 2.65, -1.44, -2.20
239, 136.56, 29.81, 63.15, -34.34, -52.43, 5.73, 1.25, 2.65, -1.44, -2.20
240, 137.14, 29.93, 63.42, -34.48, -52.65, 5.73, 1.25, 2.65, -1.44, -2.20
241, 137.71, 30.06, 63.68, -34.63, -52.87, 5.73, 1.25, 2.65, -1.44, -2.20
242, 138.28, 30.18, 63.95, -34.77, -53.09, 5.73, 1.25, 2.65, -1.44, -2.20
243, 138.85, 30.31, 64.21, -34.92, -53.31, 5.73, 1.25, 2.65, -1.44, -2.20
244, 139.43, 30.43, 64.48, -35.06, -53.53, 5.73, 1.25, 2.65, -1.44, -2.20
245, 140.00, 30.56, 64.74, -35.20, -53.74, 5.73, 1.25, 2.65, -1.44, -2.20
246, 140.57, 30.68, 65.01, -35.35, -53.96, 5.73, 1.25, 2.65, -1.44, -2.20
247, 141.15, 30.81, 65.27, -35.49, -54.18, 5.73, 1.25, 2.65, -1.44, -2.20
248, 141.72, 30.93, 65.54, -35.64, -54.40, 5.73, 1.25, 2.65, -1.44, -2.20
249, 142.29, 31.06, 65.80, -35.78, -54.62, 5.73, 1.25, 2.65, -1.44, -2.20
250, 142.86, 31.18, 66.06, -35.92, -54.84, 5.73, 1.25, 2.65, -1.44, -2.20
251, 143.44, 31.31, 66.33, -36.07, -55.06, 5.73, 1.25, 2.65, -1.44, -2.20
252, 144.01, 31.43, 66.59, -36.21, -55.28, 5.73, 1.25, 2.65, -1.44, -2.20
253, 144.58, 31.56, 66.86, -36.36, -55.50, 5.73, 1.25, 2.65, -1.44, -2.20
254, 145.16, 31.68, 67.12, -36.50, -55.72, 5.73, 1.25, 2.65, -1.44, -2.20
255, 145.73, 31.81, 67.39, -36.64, -55.94, 5.73, 1.25, 2.65, -1.44, -2.20
256, 146.30, 31.93, 67.65, -36.79, -56.16, 5.73, 1.25, 2.65, -1.44, -2.20
257, 146.88, 32.06, 67.92, -36.93, -56.38, 5.73, 1.25, 2.65, -1.44, -2.20
258, 147.45, 32.18, 68.18, -37.08, -56.60, 5.73, 1.25, 2.65, -1.44, -2.20
259, 148.02, 32.31, 68.45, -37.22, -56.82, 5.73, 1.25, 2.65, -1.44, -2.20
260, 148.59, 32.43, 68.71, -37.36, -57.04, 5.73, 1.25, 2.65, -1.44, -2.20
261, 149.17, 32.56, 68.98, -37.51, -57.26, 5.73, 1.25, 2.65, -1.44, -2.20
262, 149.74, 32.68, 69.24, -37.65, -57.48, 5.73, 1.25, 2.65, -1.44, -2.20
263, 150.31, 32.81, 69.51, -37.80, -57.70, 5.73, 1.25, 2.65, -1.44, -2.20
264, 150.89, 32.93, 69.77, -37.94, -57.92, 5.73, 1.25, 2.65, -1.44, -2.20
265, 151.46, 33.06, 70.04, -38.08, -58.14, 5.73, 1.25, 2.65, -1.44, -2.20
