Index,J1,J2,J3,J4,J5,V1,V2,V3,V4,V5
36,-23.96,-9.99,-42.75,28.60,-63.45,5.73,-2.64,0.96,1.13,5.04
37,-23.38,-10.25,-42.66,28.72,-62.95,5.73,-2.64,0.96,1.13,5.04
38,-22.81,-10.52,-42.56,28.83,-62.44,5.73,-2.64,0.96,1.13,5.04
39,-22.24,-10.78,-42.47,28.94,-61.94,5.73,-2.64,0.96,1.13,5.04
40,-21.67,-11.05,-42.37,29.05,-61.43,5.73,-2.64,0.96,1.13,5.04
41,-21.09,-11.31,-42.27,29.17,-60.93,5.73,-2.64,0.96,1.13,5.04
42,-20.52,-11.57,-42.18,29.28,-60.42,5.73,-2.64,0.96,1.13,5.04
43,-19.95,-11.84,-42.08,29.39,-59.92,5.73,-2.64,0.96,1.13,5.04
44,-19.37,-12.10,-41.99,29.51,-59.42,5.73,-2.64,0.96,1.13,5.04
45,-18.80,-12.36,-41.89,29.62,-58.91,5.73,-2.64,0.96,1.13,5.04
46,-18.23,-12.63,-41.80,29.73,-58.41,5.73,-2.64,0.96,1.13,5.04
47,-17.65,-12.89,-41.70,29.85,-57.90,5.73,-2.64,0.96,1.13,5.04
48,-17.08,-13.15,-41.60,29.96,-57.40,5.73,-2.64,0.96,1.13,5.04
49,-16.51,-13.42,-41.51,30.07,-56.90,5.73,-2.64,0.96,1.13,5.04
50,-15.94,-13.68,-41.41,30.18,-56.39,5.73,-2.64,0.96,1.13,5.04
51,-15.36,-13.95,-41.32,30.30,-55.89,5.73,-2.64,0.96,1.13,5.04
52,-14.79,-14.21,-41.22,30.41,-55.38,5.73,-2.64,0.96,1.13,5.04
53,-14.22,-14.47,-41.13,30.52,-54.88,5.73,-2.64,0.96,1.13,5.04
54,-13.64,-14.74,-41.03,30.64,-54.38,5.73,-2.64,0.96,1.13,5.04
55,-13.07,-15.00,-40.93,30.75,-53.87,5.73,-2.64,0.96,1.13,5.04
56,-12.50,-15.26,-40.84,30.86,-53.37,5.73,-2.64,0.96,1.13,5.04
57,-11.92,-15.53,-40.74,30.97,-52.86,5.73,-2.64,0.96,1.13,5.04
58,-11.35,-15.79,-40.65,31.09,-52.36,5.73,-2.64,0.96,1.13,5.04
59,-10.78,-16.06,-40.55,31.20,-51.86,5.73,-2.64,0.96,1.13,5.04
60,-10.21,-16.32,-40.45,31.31,-51.35,5.73,-2.64,0.96,1.13,5.04
61,-9.63,-16.58,-40.36,31.43,-50.85,5.73,-2.64,0.96,1.13,5.04
62,-9.06,-16.85,-40.26,31.54,-50.34,5.73,-2.64,0.96,1.13,5.04
63,-8.49,-17.11,-40.17,31.65,-49.84,5.73,-2.64,0.96,1.13,5.04
64,-7.91,-17.37,-40.07,31.76,-49.34,5.73,-2.64,0.96,1.13,5.04
65,-7.34,-17.64,-39.98,31.88,-48.83,5.73,-2.64,0.96,1.13,5.04
66,-6.77,-17.90,-39.88,31.99,-48.33,5.73,-2.64,0.96,1.13,5.04
67,-6.20,-18.16,-39.78,32.10,-47.82,5.73,-2.64,0.96,1.13,5.04
68,-5.62,-18.43,-39.69,32.22,-47.32,5.73,-2.64,0.96,1.13,5.04
69,-5.05,-18.69,-39.59,32.33,-46.81,5.73,-2.64,0.96,1.13,5.04
70,-4.48,-18.96,-39.50,32.44,-46.31,5.73,-2.64,0.96,1.13,5.04
71,-3.90,-19.22,-39.40,32.55,-45.81,5.73,-2.64,0.96,1.13,5.04
72,-3.33,-19.48,-39.31,32.67,-45.30,5.73,-2.64,0.96,1.13,5.04
73,-2.76,-19.75,-39.21,32.78,-44.80,5.73,-2.64,0.96,1.13,5.04
74,-2.18,-20.01,-39.11,32.89,-44.29,5.73,-2.64,0.96,1.13,5.04
75,-1.61,-20.27,-39.02,33.01,-43.79,5.73,-2.64,0.96,1.13,5.04
76,-1.04,-20.54,-38.92,33.12,-43.29,5.73,-2.64,0.96,1.13,5.04
77,-0.47,-20.80,-38.83,33.23,-42.78,5.73,-2.64,0.96,1.13,5.04
78,0.11,-21.07,-38.73,33.35,-42.28,5.73,-2.64,0.96,1.13,5.04
79,0.68,-21.33,-38.63,33.46,-41.77,5.73,-2.64,0.96,1.13,5.04
80,1.25,-21.59,-38.54,33.57,-41.27,5.73,-2.64,0.96,1.13,5.04
81,1.83,-21.86,-38.44,33.68,-40.77,5.73,-2.64,0.96,1.13,5.04
82,2.40,-22.12,-38.35,33.80,-40.26,5.73,-2.64,0.96,1.13,5.04
83,2.97,-22.38,-38.25,33.91,-39.76,5.73,-2.64,0.96,1.13,5.04
84,3.54,-22.65,-38.16,34.02,-39.25,5.73,-2.64,0.96,1.13,5.04
85,4.12,-22.91,-38.06,34.14,-38.75,5.73,-2.64,0.96,1.13,5.04
86,4.69,-23.17,-37.96,34.25,-38.25,5.73,-2.64,0.96,1.13,5.04
87,5.26,-23.44,-37.87,34.36,-37.74,5.73,-2.64,0.96,1.13,5.04
88,5.84,-23.70,-37.77,34.47,-37.24,5.73,-2.64,0.96,1.13,5.04
89,6.41,-23.97,-37.68,34.59,-36.73,5.73,-2.64,0.96,1.13,5.04
90,6.98,-24.23,-37.58,34.70,-36.23,5.73,-2.64,0.96,1.13,5.04
91,7.56,-24.49,-37.49,34.81,-35.73,5.73,-2.64,0.96,1.13,5.04
92,8.13,-24.76,-37.39,34.93,-35.22,5.73,-2.64,0.96,1.13,5.04
93,8.70,-25.02,-37.29,35.04,-34.72,5.73,-2.64,0.96,1.13,5.04
94,9.27,-25.28,-37.20,35.15,-34.21,5.73,-2.64,0.96,1.13,5.04
95,9.85,-25.55,-37.10,35.26,-33.71,5.73,-2.64,0.96,1.13,5.04
96,10.42,-25.81,-37.01,35.38,-33.20,5.73,-2.64,0.96,1.13,5.04
97,10.99,-26.08,-36.91,35.49,-32.70,5.73,-2.64,0.96,1.13,5.04
98,11.57,-26.34,-36.81,35.60,-32.20,5.73,-2.64,0.96,1.13,5.04
99,12.14,-26.60,-36.72,35.72,-31.69,5.73,-2.64,0.96,1.13,5.04
100,12.71,-26.87,-36.62,35.83,-31.19,5.73,-2.64,0.96,1.13,5.04
101,13.29,-27.13,-36.53,35.94,-30.68,5.73,-2.64,0.96,1.13,5.04
102,13.86,-27.39,-36.43,36.06,-30.18,5.73,-2.64,0.96,1.13,5.04
103,14.43,-27.66,-36.34,36.17,-29.68,5.73,-2.64,0.96,1.13,5.04
104,15.00,-27.92,-36.24,36.28,-29.17,5.73,-2.64,0.96,1.13,5.04
105,15.58,-28.18,-36.14,36.39,-28.67,5.73,-2.64,0.96,1.13,5.04
106,16.15,-28.45,-36.05,36.51,-28.16,5.73,-2.64,0.96,1.13,5.04
107,16.72,-28.71,-35.95,36.62,-27.66,5.73,-2.64,0.96,1.13,5.04
108,17.30,-28.98,-35.86,36.73,-27.16,5.73,-2.64,0.96,1.13,5.04
109,17.87,-29.24,-35.76,36.85,-26.65,5.73,-2.64,0.96,1.13,5.04
110,18.44,-29.50,-35.67,36.96,-26.15,5.73,-2.64,0.96,1.13,5.04
111,19.01,-29.77,-35.57,37.07,-25.64,5.73,-2.64,0.96,1.13,5.04
112,19.59,-30.03,-35.47,37.18,-25.14,5.73,-2.64,0.96,1.13,5.04
113,20.16,-30.29,-35.38,37.30,-24.64,5.73,-2.64,0.96,1.13,5.04
114,20.73,-30.56,-35.28,37.41,-24.13,5.73,-2.64,0.96,1.13,5.04
115,21.31,-30.82,-35.19,37.52,-23.63,5.73,-2.64,0.96,1.13,5.04
116,21.88,-31.09,-35.09,37.64,-23.12,5.73,-2.64,0.96,1.13,5.04
117,22.45,-31.35,-35.00,37.75,-22.62,5.73,-2.64,0.96,1.13,5.04
118,23.03,-31.61,-34.90,37.86,-22.12,5.73,-2.64,0.96,1.13,5.04
119,23.60,-31.88,-34.80,37.97,-21.61,5.73,-2.64,0.96,1.13,5.04
120,24.17,-32.14,-34.71,38.09,-21.11,5.73,-2.64,0.96,1.13,5.04
121,24.74,-32.40,-34.61,38.20,-20.60,5.73,-2.64,0.96,1.13,5.04
122,25.32,-32.67,-34.52,38.31,-20.10,5.73,-2.64,0.96,1.13,5.04
123,25.89,-32.93,-34.42,38.43,-19.59,5.73,-2.64,0.96,1.13,5.04
124,26.46,-33.19,-34.32,38.54,-19.09,5.73,-2.64,0.96,1.13,5.04
125,27.04,-33.46,-34.23,38.65,-18.59,5.73,-2.64,0.96,1.13,5.04
126,27.61,-33.72,-34.13,38.76,-18.08,5.73,-2.64,0.96,1.13,5.04
127,28.18,-33.99,-34.04,38.88,-17.58,5.73,-2.64,0.96,1.13,5.04
128,28.76,-34.25,-33.94,38.99,-17.07,5.73,-2.64,0.96,1.13,5.04
129,29.33,-34.51,-33.85,39.10,-16.57,5.73,-2.64,0.96,1.13,5.04
130,29.90,-34.78,-33.75,39.22,-16.07,5.73,-2.64,0.96,1.13,5.04
131,30.47,-35.04,-33.65,39.33,-15.56,5.73,-2.64,0.96,1.13,5.04
132,31.05,-35.30,-33.56,39.44,-15.06,5.73,-2.64,0.96,1.13,5.04
133,31.62,-35.57,-33.46,39.56,-14.55,5.73,-2.64,0.96,1.13,5.04
134,32.19,-35.83,-33.37,39.67,-14.05,5.73,-2.64,0.96,1.13,5.04
135,32.77,-36.10,-33.27,39.78,-13.55,5.73,-2.64,0.96,1.13,5.04
136,33.34,-36.36,-33.18,39.89,-13.04,5.73,-2.64,0.96,1.13,5.04
137,33.91,-36.62,-33.08,40.01,-12.54,5.73,-2.64,0.96,1.13,5.04
138,34.48,-36.89,-32.98,40.12,-12.03,5.73,-2.64,0.96,1.13,5.04
139,35.06,-37.15,-32.89,40.23,-11.53,5.73,-2.64,0.96,1.13,5.04
140,35.63,-37.41,-32.79,40.35,-11.03,5.73,-2.64,0.96,1.13,5.04
141,36.20,-37.68,-32.70,40.46,-10.52,5.73,-2.64,0.96,1.13,5.04
142,36.78,-37.94,-32.60,40.57,-10.02,5.73,-2.64,0.96,1.13,5.04
143,37.35,-38.20,-32.50,40.68,-9.51,5.73,-2.64,0.96,1.13,5.04
144,37.92,-38.47,-32.41,40.80,-9.01,5.73,-2.64,0.96,1.13,5.04
145,38.50,-38.73,-32.31,40.91,-8.51,5.73,-2.64,0.96,1.13,5.04
146,39.07,-39.00,-32.22,41.02,-8.00,5.73,-2.64,0.96,1.13,5.04
147,39.64,-39.26,-32.12,41.14,-7.50,5.73,-2.64,0.96,1.13,5.04
148,40.21,-39.52,-32.03,41.25,-6.99,5.73,-2.64,0.96,1.13,5.04
149,40.79,-39.79,-31.93,41.36,-6.49,5.73,-2.64,0.96,1.13,5.04
150,41.36,-40.05,-31.83,41.47,-5.98,5.73,-2.64,0.96,1.13,5.04
151,41.93,-40.31,-31.74,41.59,-5.48,5.73,-2.64,0.96,1.13,5.04
152,42.51,-40.58,-31.64,41.70,-4.98,5.73,-2.64,0.96,1.13,5.04
153,43.08,-40.84,-31.55,41.81,-4.47,5.73,-2.64,0.96,1.13,5.04
154,43.65,-41.11,-31.45,41.93,-3.97,5.73,-2.64,0.96,1.13,5.04
155,44.22,-41.37,-31.36,42.04,-3.46,5.73,-2.64,0.96,1.13,5.04
156,44.80,-41.63,-31.26,42.15,-2.96,5.73,-2.64,0.96,1.13,5.04
157,45.37,-41.90,-31.16,42.26,-2.46,5.73,-2.64,0.96,1.13,5.04
158,45.94,-42.16,-31.07,42.38,-1.95,5.73,-2.64,0.96,1.13,5.04
159,46.52,-42.42,-30.97,42.49,-1.45,5.73,-2.64,0.96,1.13,5.04
160,47.09,-42.69,-30.88,42.60,-0.94,5.73,-2.64,0.96,1.13,5.04
161,47.66,-42.95,-30.78,42.72,-0.44,5.73,-2.64,0.96,1.13,5.04
162,48.24,-43.21,-30.68,42.83,0.06,5.73,-2.64,0.96,1.13,5.04
163,48.81,-43.48,-30.59,42.94,0.57,5.73,-2.64,0.96,1.13,5.04
164,49.38,-43.74,-30.49,43.06,1.07,5.73,-2.64,0.96,1.13,5.04
165,49.95,-44.01,-30.40,43.17,1.58,5.73,-2.64,0.96,1.13,5.04
166,50.53,-44.27,-30.30,43.28,2.08,5.73,-2.64,0.96,1.13,5.04
167,51.10,-44.53,-30.21,43.39,2.58,5.73,-2.64,0.96,1.13,5.04
168,51.67,-44.80,-30.11,43.51,3.09,5.73,-2.64,0.96,1.13,5.04
169,52.25,-45.06,-30.01,43.62,3.59,5.73,-2.64,0.96,1.13,5.04
170,52.82,-45.32,-29.92,43.73,4.10,5.73,-2.64,0.96,1.13,5.04
171,53.39,-45.59,-29.82,43.85,4.60,5.73,-2.64,0.96,1.13,5.04
172,53.97,-45.85,-29.73,43.96,5.11,5.73,-2.64,0.96,1.13,5.04
173,54.54,-46.11,-29.63,44.07,5.61,5.73,-2.64,0.96,1.13,5.04
174,55.11,-46.38,-29.54,44.18,6.11,5.73,-2.64,0.96,1.13,5.04
175,55.68,-46.64,-29.44,44.30,6.62,5.73,-2.64,0.96,1.13,5.04
176,56.26,-46.91,-29.34,44.41,7.12,5.73,-2.64,0.96,1.13,5.04
177,56.83,-47.17,-29.25,44.52,7.63,5.73,-2.64,0.96,1.13,5.04
178,57.40,-47.43,-29.15,44.64,8.13,5.73,-2.64,0.96,1.13,5.04
179,57.98,-47.70,-29.06,44.75,8.63,5.73,-2.64,0.96,1.13,5.04
180,58.55,-47.96,-28.96,44.86,9.14,5.73,-2.64,0.96,1.13,5.04
181,59.12,-48.22,-28.86,44.97,9.64,5.73,-2.64,0.96,1.13,5.04
182,59.69,-48.49,-28.77,45.09,10.15,5.73,-2.64,0.96,1.13,5.04
183,60.27,-48.75,-28.67,45.20,10.65,5.73,-2.64,0.96,1.13,5.04
184,60.84,-49.02,-28.58,45.31,11.15,5.73,-2.64,0.96,1.13,5.04
185,61.41,-49.28,-28.48,45.43,11.66,5.73,-2.64,0.96,1.13,5.04
186,61.99,-49.54,-28.39,45.54,12.16,5.73,-2.64,0.96,1.13,5.04
187,62.56,-49.81,-28.29,45.65,12.67,5.73,-2.64,0.96,1.13,5.04
188,63.13,-50.07,-28.19,45.76,13.17,5.73,-2.64,0.96,1.13,5.04
189,63.71,-50.33,-28.10,45.88,13.67,5.73,-2.64,0.96,1.13,5.04
190,64.28,-50.60,-28.00,45.99,14.18,5.73,-2.64,0.96,1.13,5.04
191,64.85,-50.86,-27.91,46.10,14.68,5.73,-2.64,0.96,1.13,5.04
192,65.42,-51.12,-27.81,46.22,15.19,5.73,-2.64,0.96,1.13,5.04
193,66.00,-51.39,-27.72,46.33,15.69,5.73,-2.64,0.96,1.13,5.04
194,66.57,-51.65,-27.62,46.44,16.19,5.73,-2.64,0.96,1.13,5.04
195,67.14,-51.92,-27.52,46.56,16.70,5.73,-2.64,0.96,1.13,5.04
196,67.72,-52.18,-27.43,46.67,17.20,5.73,-2.64,0.96,1.13,5.04
197,68.29,-52.44,-27.33,46.78,17.71,5.73,-2.64,0.96,1.13,5.04
198,68.86,-52.71,-27.24,46.89,18.21,5.73,-2.64,0.96,1.13,5.04
199,69.44,-52.97,-27.14,47.01,18.72,5.73,-2.64,0.96,1.13,5.04
200,70.01,-53.23,-27.04,47.12,19.22,5.73,-2.64,0.96,1.13,5.04
201,70.58,-53.50,-26.95,47.23,19.72,5.73,-2.64,0.96,1.13,5.04
202,71.15,-53.76,-26.85,47.35,20.23,5.73,-2.64,0.96,1.13,5.04
203,71.73,-54.03,-26.76,47.46,20.73,5.73,-2.64,0.96,1.13,5.04
204,72.30,-54.29,-26.66,47.57,21.24,5.73,-2.64,0.96,1.13,5.04
205,72.87,-54.55,-26.57,47.68,21.74,5.73,-2.64,0.96,1.13,5.04
206,73.45,-54.82,-26.47,47.80,22.24,5.73,-2.64,0.96,1.13,5.04
207,74.02,-55.08,-26.37,47.91,22.75,5.73,-2.64,0.96,1.13,5.04
208,74.59,-55.34,-26.28,48.02,23.25,5.73,-2.64,0.96,1.13,5.04
209,75.16,-55.61,-26.18,48.14,23.76,5.73,-2.64,0.96,1.13,5.04
210,75.74,-55.87,-26.09,48.25,24.26,5.73,-2.64,0.96,1.13,5.04
211,76.31,-56.13,-25.99,48.36,24.76,5.73,-2.64,0.96,1.13,5.04
212,76.88,-56.40,-25.90,48.47,25.27,5.73,-2.64,0.96,1.13,5.04
213,77.46,-56.66,-25.80,48.59,25.77,5.73,-2.64,0.96,1.13,5.04
214,78.03,-56.93,-25.70,48.70,26.28,5.73,-2.64,0.96,1.13,5.04
215,78.60,-57.19,-25.61,48.81,26.78,5.73,-2.64,0.96,1.13,5.04
216,79.18,-57.45,-25.51,48.93,27.28,5.73,-2.64,0.96,1.13,5.04
217,79.75,-57.72,-25.42,49.04,27.79,5.73,-2.64,0.96,1.13,5.04
218,80.32,-57.98,-25.32,49.15,28.29,5.73,-2.64,0.96,1.13,5.04
219,80.89,-58.24,-25.23,49.27,28.80,5.73,-2.64,0.96,1.13,5.04
220,81.47,-58.51,-25.13,49.38,29.30,5.73,-2.64,0.96,1.13,5.04
221,82.04,-58.77,-25.03,49.49,29.80,5.73,-2.64,0.96,1.13,5.04
222,82.61,-59.04,-24.94,49.60,30.31,5.73,-2.64,0.96,1.13,5.04
223,83.19,-59.30,-24.84,49.72,30.81,5.73,-2.64,0.96,1.13,5.04
224,83.76,-59.56,-24.75,49.83,31.32,5.73,-2.64,0.96,1.13,5.04
225,84.33,-59.83,-24.65,49.94,31.82,5.73,-2.64,0.96,1.13,5.04
226,84.90,-60.09,-24.55,50.06,32.33,5.73,-2.64,0.96,1.13,5.04
227,85.48,-60.35,-24.46,50.17,32.83,5.73,-2.64,0.96,1.13,5.04
228,86.05,-60.62,-24.36,50.28,33.33,5.73,-2.64,0.96,1.13,5.04
229,86.62,-60.88,-24.27,50.39,33.84,5.73,-2.64,0.96,1.13,5.04
230,87.20,-61.14,-24.17,50.51,34.34,5.73,-2.64,0.96,1.13,5.04
231,87.77,-61.41,-24.08,50.62,34.85,5.73,-2.64,0.96,1.13,5.04
232,88.34,-61.67,-23.98,50.73,35.35,5.73,-2.64,0.96,1.13,5.04
233,88.92,-61.94,-23.88,50.85,35.85,5.73,-2.64,0.96,1.13,5.04
234,89.49,-62.20,-23.79,50.96,36.36,5.73,-2.64,0.96,1.13,5.04
235,90.06,-62.46,-23.69,51.07,36.86,5.73,-2.64,0.96,1.13,5.04
236,90.63,-62.73,-23.60,51.18,37.37,5.73,-2.64,0.96,1.13,5.04
237,91.21,-62.99,-23.50,51.30,37.87,5.73,-2.64,0.96,1.13,5.04
238,91.78,-63.25,-23.41,51.41,38.37,5.73,-2.64,0.96,1.13,5.04
239,92.35,-63.52,-23.31,51.52,38.88,5.73,-2.64,0.96,1.13,5.04
240,92.67,-63.66,-23.26,51.59,39.16,0.29,-0.14,0.05,0.06,0.26
241,92.67,-63.66,-23.26,51.59,39.16,-0.00,0.00,-0.00,-0.00,-0.00
